initial_tree_size,num_insertions,num_range_query,average_range_length,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,2500000,2500000,368,20,256.921,60.1264,288.015,80.5103,
40000000,2500000,2500000,372,20,257.592,60.79,284.355,81.2601,
40000000,2500000,2500000,376,20,258.865,60.2333,286.39,81.0674,
40000000,2500000,2500000,380,20,257.667,59.3889,289.961,80.1801,
40000000,2500000,2500000,384,20,258.439,59.01,287.434,79.9797,
40000000,2500000,2500000,388,20,258.596,58.605,288.883,78.978,
40000000,2500000,2500000,392,20,259.555,58.518,288.185,78.9243,
40000000,2500000,2500000,396,20,258.503,58.0968,287.35,78.2321,
40000000,2500000,2500000,400,20,265.832,56.9325,296.042,80.1089,
40000000,2500000,2500000,404,20,257.939,57.1356,289,77.084,
40000000,2500000,2500000,408,20,256.605,56.857,288.173,75.6602,
40000000,2500000,2500000,412,20,261.929,55.8247,293.187,76.8825,
40000000,2500000,2500000,416,20,265.825,56.0939,297.517,76.6407,
40000000,2500000,2500000,420,20,258.447,54.8482,284.474,74.4333,
40000000,2500000,2500000,424,20,267.322,55.3806,296.738,77.0488,
40000000,2500000,2500000,428,20,264.551,54.8957,295.632,73.3229,
40000000,2500000,2500000,432,20,257.707,53.2847,289.175,72.2612,
40000000,2500000,2500000,436,20,256.84,54.0269,288.464,72.1635,
40000000,2500000,2500000,440,20,264.058,52.1295,286.144,71.5947,
40000000,2500000,2500000,444,20,257.189,52.611,288.67,71.9289,
40000000,2500000,2500000,448,20,256.015,52.62,282.595,71.9256,
40000000,2500000,2500000,452,20,258.072,52.483,285.184,71.2463,
40000000,2500000,2500000,456,20,258.453,52.4487,287.46,70.2513,
40000000,2500000,2500000,460,20,257.66,51.6603,285.537,67.9468,
40000000,2500000,2500000,464,20,258.351,51.7434,285.855,69.03,
40000000,2500000,2500000,468,20,257.264,50.9354,288.904,69.3825,
40000000,2500000,2500000,472,20,258.062,50.0242,287.006,69.0633,
40000000,2500000,2500000,476,20,257.952,50.5418,289.317,68.7605,
40000000,2500000,2500000,480,20,259.132,49.7549,289.348,68.5896,
40000000,2500000,2500000,484,20,256.688,49.874,287.031,66.7235,
40000000,2500000,2500000,488,20,255.492,49.0269,286.588,67.3711,
40000000,2500000,2500000,492,20,257.034,48.2529,284.769,67.1498,
40000000,2500000,2500000,496,20,258.349,49.0514,286.879,66.8925,
40000000,2500000,2500000,500,20,256.505,48.8525,286.396,65.7481,
40000000,2500000,2500000,504,20,256.982,48.2379,284.53,65.603,
40000000,2500000,2500000,508,20,257.801,48.3379,289.436,65.0039,
40000000,2500000,2500000,512,20,259.227,47.6335,287.612,65.5184,
40000000,2500000,2500000,516,20,260.355,46.4009,288.304,63.8607,
40000000,2500000,2500000,520,20,257.249,47.3579,284.067,64.348,
40000000,2500000,2500000,524,20,257.309,47.1327,287.754,63.9911,
40000000,2500000,2500000,528,20,257.965,45.9547,289.022,63.7384,
40000000,2500000,2500000,532,20,257.792,46.5252,287.499,62.065,
40000000,2500000,2500000,536,20,256.801,46.3034,286.449,62.1783,
40000000,2500000,2500000,540,20,258.978,45.5755,288.079,62.5352,
40000000,2500000,2500000,544,20,256.257,45.8045,285.405,61.7054,
40000000,2500000,2500000,548,20,258.469,45.5264,288.257,60.9398,
40000000,2500000,2500000,552,20,255.673,45.2211,284.817,61.6521,
40000000,2500000,2500000,556,20,259.206,44.4351,287.313,61.2602,
40000000,2500000,2500000,560,20,256.357,44.5337,286.359,59.8543,
40000000,2500000,2500000,564,20,258.913,44.2682,287.834,60.5354,
40000000,2500000,2500000,568,20,257.243,44.2661,286.578,58.9894,
40000000,2500000,2500000,572,20,257.649,44.012,287.001,59.3878,
40000000,2500000,2500000,576,20,255.837,43.8036,283.965,59.7301,
40000000,2500000,2500000,580,20,255.915,43.6099,287.596,59.3317,
40000000,2500000,2500000,584,20,256.677,43.2717,286.236,58.0245,
40000000,2500000,2500000,588,20,256.943,42.6606,287.68,58.2722,
40000000,2500000,2500000,592,20,258.327,41.4917,289.667,57.6669,
40000000,2500000,2500000,596,20,258.582,42.3733,287.167,57.9947,
40000000,2500000,2500000,600,20,257.587,42.4651,288.949,57.4796,
40000000,2500000,2500000,604,20,257.572,42.0684,286.715,56.6769,
40000000,2500000,2500000,608,20,257.901,42.0069,289.443,57.2571,
40000000,2500000,2500000,612,20,263.286,41.8826,291.777,59.2986,
40000000,2500000,2500000,616,20,257.587,41.1976,283.861,54.9164,
40000000,2500000,2500000,620,20,265.695,41.0976,299.494,57.6297,
40000000,2500000,2500000,624,20,258.972,40.7276,288.409,56.093,
40000000,2500000,2500000,628,20,265.774,40.8171,297.033,57.8528,
40000000,2500000,2500000,632,20,254.985,40.6631,287.503,53.885,
40000000,2500000,2500000,636,20,265.845,40.0634,292.418,57.8332,
40000000,2500000,2500000,640,20,258.778,40.148,283.132,55.1956,
40000000,2500000,2500000,644,20,263.935,39.9834,291.857,56.3635,
40000000,2500000,2500000,648,20,255.42,39.608,288.394,54.2457,
40000000,2500000,2500000,652,20,266.03,39.8019,297.134,56.7167,
40000000,2500000,2500000,656,20,255.942,39.3241,288.374,53.9931,
40000000,2500000,2500000,660,20,262.468,39.4625,293.569,55.9002,
40000000,2500000,2500000,664,20,255.497,38.8173,282.491,53.1161,
40000000,2500000,2500000,668,20,266.03,39.0706,297.585,54.8543,
40000000,2500000,2500000,672,20,256.572,38.3165,288.607,52.5354,
40000000,2500000,2500000,676,20,267.393,38.3354,296.778,55.0579,
40000000,2500000,2500000,680,20,258.168,38.1517,288.703,52.0992,
40000000,2500000,2500000,684,20,266.645,38.2944,297.944,52.8529,
40000000,2500000,2500000,688,20,257.041,37.5634,288.357,51.5872,
40000000,2500000,2500000,692,20,262.891,37.3517,297.834,53.5131,
40000000,2500000,2500000,696,20,255.279,37.6712,287.188,50.7488,
40000000,2500000,2500000,700,20,265.395,37.6291,298.208,53.6248,
40000000,2500000,2500000,704,20,256.046,37.3131,284.104,51.0158,
40000000,2500000,2500000,708,20,264.903,36.4088,297.39,53.1857,
40000000,2500000,2500000,712,20,257.377,36.9956,288.335,50.0305,
40000000,2500000,2500000,716,20,264.147,36.683,293.843,52.7102,
40000000,2500000,2500000,720,20,257.303,36.6675,287.03,49.364,
40000000,2500000,2500000,724,20,266.833,36.6243,294.374,51.8996,
40000000,2500000,2500000,728,20,256.07,36.0476,289.006,48.7796,
40000000,2500000,2500000,732,20,266.752,36.3569,297.251,51.7607,
40000000,2500000,2500000,736,20,256.621,35.8133,288.216,48.9955,
40000000,2500000,2500000,740,20,263.665,35.6436,292.027,49.4113,
40000000,2500000,2500000,744,20,255.987,35.7972,286.628,48.5964,
40000000,2500000,2500000,748,20,263.374,35.6193,298.692,50.848,
40000000,2500000,2500000,752,20,256.807,35.4317,288.015,47.757,
40000000,2500000,2500000,756,20,264.786,34.4182,295.561,50.3556,
40000000,2500000,2500000,760,20,255.964,34.8697,285.929,46.978,
40000000,2500000,2500000,764,20,265.086,34.432,295.767,49.821,
40000000,2500000,2500000,768,20,252.808,34.6385,286.235,47.4741,
40000000,2500000,2500000,772,20,267.693,34.7227,299.12,49.2306,
40000000,2500000,2500000,776,20,265.158,34.5047,289.062,46.9617,
40000000,2500000,2500000,780,20,264.487,34.0614,293.944,47.9521,
40000000,2500000,2500000,784,20,263.668,33.6278,285.393,46.3178,
40000000,2500000,2500000,788,20,266.001,34.1665,296.782,48.6903,
40000000,2500000,2500000,792,20,262.836,33.4773,294.47,47.1264,
40000000,2500000,2500000,796,20,264.807,33.7076,297.423,48.2649,
40000000,2500000,2500000,800,20,265.952,32.7743,295.174,47.2702,
40000000,2500000,2500000,804,20,266.856,33.6798,295.244,47.4945,
40000000,2500000,2500000,808,20,266.67,32.8088,298.563,46.9829,
40000000,2500000,2500000,812,20,268.499,33.4437,294.333,47.5334,
40000000,2500000,2500000,816,20,266.775,31.8517,297.365,45.8438,
40000000,2500000,2500000,820,20,266.53,33.1124,292.995,46.92,
40000000,2500000,2500000,824,20,266.736,32.4302,295.859,44.8085,
40000000,2500000,2500000,828,20,266.485,32.5899,296.811,46.3263,
40000000,2500000,2500000,832,20,265.438,32.5311,294.925,46.5692,
40000000,2500000,2500000,836,20,264.461,32.155,294.091,46.3427,
40000000,2500000,2500000,840,20,266.205,31.3899,296.725,46.2373,
40000000,2500000,2500000,844,20,265.424,32.0765,296.875,45.9694,
40000000,2500000,2500000,848,20,267.41,32.2301,297.074,45.6614,
40000000,2500000,2500000,852,20,262.785,32.0125,294.387,44.1083,
40000000,2500000,2500000,856,20,263.042,31.9031,293.068,45.574,
40000000,2500000,2500000,860,20,264.065,31.5899,295.972,45.3875,
40000000,2500000,2500000,864,20,264.646,31.5952,290.895,44.6007,
40000000,2500000,2500000,868,20,266.576,31.6449,299.388,42.9863,
40000000,2500000,2500000,872,20,266.432,30.9991,294.162,44.9534,
40000000,2500000,2500000,876,20,264.122,30.9881,292.454,44.6671,
40000000,2500000,2500000,880,20,265.972,30.8643,299.131,44.6278,
40000000,2500000,2500000,884,20,265.721,31.1273,296.485,44.2779,
40000000,2500000,2500000,888,20,266.292,31.0329,298.545,43.6049,
40000000,2500000,2500000,892,20,264.209,30.9273,297.242,43.6113,
40000000,2500000,2500000,896,20,267.076,30.8631,296.544,42.9133,
40000000,2500000,2500000,900,20,267.633,30.7551,294.69,42.9899,
40000000,2500000,2500000,904,20,264.554,29.764,291.179,43.076,
40000000,2500000,2500000,908,20,264.633,30.4106,297.275,43.3904,
40000000,2500000,2500000,912,20,262.866,30.2697,295.565,43.2062,
