initial_tree_size,num_insertions,num_range_query,average_range_length,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
1000100,2500000,2500000,4,20,77.2146,253.729,78.3336,333.643,
1000100,2500000,2500000,8,20,79.7095,251.566,79.8329,324.351,
1000100,2500000,2500000,12,20,75.4644,249.269,75.6699,306.737,
1000100,2500000,2500000,16,20,77.4558,249.741,83.6726,312.63,
1000100,2500000,2500000,20,20,85.4004,250.32,81.4892,313.527,
1000100,2500000,2500000,24,20,79.5151,250.27,78.9195,311.46,
1000100,2500000,2500000,28,20,79.1661,248.65,88.8414,322.186,
1000100,2500000,2500000,32,20,83.9188,246.978,89.1211,313.947,
1000100,2500000,2500000,36,20,77.5382,244.467,84.2435,309.433,
1000100,2500000,2500000,40,20,76.4524,248.988,84.1125,304.288,
1000100,2500000,2500000,44,20,71.4578,242.812,82.023,309.638,
1000100,2500000,2500000,48,20,72.2983,247.579,85.0316,309.714,
1000100,2500000,2500000,52,20,78.3283,246.612,86.0069,304.592,
1000100,2500000,2500000,56,20,77.7912,242.216,77.6816,305.865,
1000100,2500000,2500000,60,20,69.1806,246.095,84.2551,301.29,
1000100,2500000,2500000,64,20,68.9868,244.308,81.9655,305.962,
1000100,2500000,2500000,68,20,75.046,243.416,84.7383,301.925,
1000100,2500000,2500000,72,20,76.0698,244.746,74.6579,301.527,
1000100,2500000,2500000,76,20,77.923,243.607,80.3009,300.997,
1000100,2500000,2500000,80,20,74.5778,243.517,83.0963,297.984,
1000100,2500000,2500000,84,20,78.6396,241.683,82.4429,299.591,
1000100,2500000,2500000,88,20,76.7655,241.85,88.0639,300.292,
1000100,2500000,2500000,92,20,64.8356,239.075,71.3544,292.344,
1000100,2500000,2500000,96,20,75.5721,239.653,88.2219,291.462,
1000100,2500000,2500000,100,20,77.8029,238.057,91.3398,297.547,
1000100,2500000,2500000,104,20,70.1112,238.092,84.2486,280.619,
1000100,2500000,2500000,108,20,81.6568,237.337,78.5396,292.304,
1000100,2500000,2500000,112,20,78.6354,237.578,87.1151,291.732,
1000100,2500000,2500000,116,20,72.6479,235.209,86.2245,294.457,
1000100,2500000,2500000,120,20,76.4078,234.113,83.2085,290.617,
1000100,2500000,2500000,124,20,75.0215,232.96,78.3755,291.578,
1000100,2500000,2500000,128,20,77.2454,233.415,81.6735,288.296,
1000100,2500000,2500000,132,20,75.0071,231.345,90.9392,276.767,
1000100,2500000,2500000,136,20,78.7061,231.309,88.3887,294.82,
1000100,2500000,2500000,140,20,78.5602,230.283,80.4166,301.91,
1000100,2500000,2500000,144,20,77.0543,229.962,87.5124,285.599,
1000100,2500000,2500000,148,20,81.0257,228.878,81.9229,293.281,
1000100,2500000,2500000,152,20,83.7372,225.722,74.4709,282.991,
1000100,2500000,2500000,156,20,71.4076,226.278,82.655,277.852,
1000100,2500000,2500000,160,20,80.3125,226.434,91.6647,283.862,
1000100,2500000,2500000,164,20,82.5021,221.286,83.3395,276.676,
1000100,2500000,2500000,168,20,71.0676,220.806,87.5551,272.27,
1000100,2500000,2500000,172,20,75.1234,217.272,81.7015,272.673,
1000100,2500000,2500000,176,20,75.3887,214.188,84.2675,268.94,
1000100,2500000,2500000,180,20,70.8259,210.268,86.912,251.871,
1000100,2500000,2500000,184,20,72.8922,206.483,85.5999,249.85,
1000100,2500000,2500000,188,20,82.8352,203.238,79.5971,265.973,
1000100,2500000,2500000,192,20,78.663,199.704,86.5024,242.558,
1000100,2500000,2500000,196,20,79.7069,196.788,86.7772,257.34,
1000100,2500000,2500000,200,20,79.623,193.199,77.408,230.249,
1000100,2500000,2500000,204,20,77.0516,190.117,80.9539,237.477,
1000100,2500000,2500000,208,20,76.9824,187.072,83.6293,232.498,
1000100,2500000,2500000,212,20,77.1652,184.39,79.0133,249.907,
1000100,2500000,2500000,216,20,78.6177,181.808,82.2018,221.178,
1000100,2500000,2500000,220,20,75.1986,178.692,88.6346,235.818,
1000100,2500000,2500000,224,20,74.6808,176.318,82.6613,232.677,
1000100,2500000,2500000,228,20,73.2453,173.198,87.7617,234.014,
1000100,2500000,2500000,232,20,85.8244,170.658,88.5141,219.702,
1000100,2500000,2500000,236,20,76.6672,168.154,79.3442,236.459,
1000100,2500000,2500000,240,20,71.8394,165.986,86.9352,231.646,
1000100,2500000,2500000,244,20,79.101,163.834,80.6331,216.291,
1000100,2500000,2500000,248,20,81.8896,160.908,88.7425,222.781,
1000100,2500000,2500000,252,20,77.5472,158.722,87.6353,203.965,
1000100,2500000,2500000,256,20,81.4175,156.654,85.9127,219.694,
1000100,2500000,2500000,260,20,83.5802,154.392,82.2063,230.628,
1000100,2500000,2500000,264,20,70.172,152.576,78.9185,215.886,
1000100,2500000,2500000,268,20,71.4168,150.616,80.8102,205.819,
1000100,2500000,2500000,272,20,78.6953,148.752,84.2704,216.566,
1000100,2500000,2500000,276,20,81.0947,146.879,82.7117,201.436,
1000100,2500000,2500000,280,20,73.6002,144.942,85.1992,207.536,
1000100,2500000,2500000,284,20,75.0679,142.879,87.1287,217.684,
1000100,2500000,2500000,288,20,77.2867,141.335,86.7495,194.133,
1000100,2500000,2500000,292,20,75.9116,139.194,87.8643,201.16,
1000100,2500000,2500000,296,20,79.539,137.634,83.3719,194.568,
1000100,2500000,2500000,300,20,70.9976,135.878,89.857,197.162,
1000100,2500000,2500000,304,20,71.6263,134.289,77.0328,189.044,
1000100,2500000,2500000,308,20,81.2252,132.787,81.3639,190.931,
1000100,2500000,2500000,312,20,77.0893,131.101,77.3482,203.55,
1000100,2500000,2500000,316,20,79.2335,129.446,79.9699,203.76,
1000100,2500000,2500000,320,20,81.1756,128.01,81.5698,187.083,
1000100,2500000,2500000,324,20,72.6652,126.637,86.1344,183.803,
1000100,2500000,2500000,328,20,73.3165,125.056,84.5216,174.641,
1000100,2500000,2500000,332,20,78.1253,123.722,86.6729,186.701,
1000100,2500000,2500000,336,20,69.908,122.404,91.286,181.927,
1000100,2500000,2500000,340,20,78.689,121.121,85.6719,190.419,
1000100,2500000,2500000,344,20,72.7209,120.096,89.34,190.487,
1000100,2500000,2500000,348,20,80.1609,118.568,80.8326,172.449,
1000100,2500000,2500000,352,20,73.96,117.463,82.226,170.665,
1000100,2500000,2500000,356,20,75.8939,116.103,81.5545,184.432,
1000100,2500000,2500000,360,20,74.7322,114.843,85.5002,181.36,
1000100,2500000,2500000,364,20,75.46,113.867,87.2517,175.807,
1000100,2500000,2500000,368,20,76.8612,112.709,85.7991,171.919,
1000100,2500000,2500000,372,20,77.5192,111.802,84.6073,171.923,
1000100,2500000,2500000,376,20,76.7591,110.362,86.2938,164.893,
1000100,2500000,2500000,380,20,80.0164,109.475,89.8252,170.722,
1000100,2500000,2500000,384,20,72.2451,108.432,82.9883,165.979,
1000100,2500000,2500000,388,20,71.8185,107.314,85.3414,167.749,
1000100,2500000,2500000,392,20,74.3114,106.219,81.7474,158.72,
1000100,2500000,2500000,396,20,85.8916,105.037,80.832,160.094,
1000100,2500000,2500000,400,20,74.4136,104.317,87.0914,160.803,
1000100,2500000,2500000,404,20,75.657,103.29,86.215,165.447,
1000100,2500000,2500000,408,20,72.7637,102.303,77.905,158.912,
1000100,2500000,2500000,412,20,70.3483,101.397,85.4564,153.11,
1000100,2500000,2500000,416,20,76.3842,100.468,87.9609,146.63,
1000100,2500000,2500000,420,20,82.5098,99.6336,88.118,161.312,
