initial_tree_size,num_insertions,num_range_query,average_range_length,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,2500000,2500000,4,20,284.653,132.04,321.137,245.821,
40000000,2500000,2500000,8,20,286.737,118.509,318.339,239.138,
40000000,2500000,2500000,12,20,283.566,129.408,319.785,225.065,
40000000,2500000,2500000,16,20,288.744,132.143,321.134,225.86,
40000000,2500000,2500000,20,20,284.505,128.293,318.199,246.612,
40000000,2500000,2500000,24,20,279.712,127.206,321.889,242.792,
40000000,2500000,2500000,28,20,287.758,122.356,321.547,201.238,
40000000,2500000,2500000,32,20,285.756,129.912,321.382,243.849,
40000000,2500000,2500000,36,20,281.995,119.065,320.847,214.877,
40000000,2500000,2500000,40,20,288.439,127.206,320.719,213.748,
40000000,2500000,2500000,44,20,285.135,122.721,321.047,211.121,
40000000,2500000,2500000,48,20,287.974,119.942,321.086,220.425,
40000000,2500000,2500000,52,20,285.068,119.448,316.965,212.899,
40000000,2500000,2500000,56,20,289.528,111.652,320.889,220.803,
40000000,2500000,2500000,60,20,280.883,110.285,317.714,212.833,
40000000,2500000,2500000,64,20,285.813,114.646,320.334,212.744,
40000000,2500000,2500000,68,20,282.99,111.046,322.045,197.615,
40000000,2500000,2500000,72,20,287.717,112.1,320.987,192.68,
40000000,2500000,2500000,76,20,289.167,116.065,320.287,210.223,
40000000,2500000,2500000,80,20,284.225,113.79,322.089,212.521,
40000000,2500000,2500000,84,20,284.291,110.295,318.413,206.454,
40000000,2500000,2500000,88,20,286.977,112.524,318.61,201.959,
40000000,2500000,2500000,92,20,281.983,106.149,319.172,189.993,
40000000,2500000,2500000,96,20,286.201,110.526,313.199,196.137,
40000000,2500000,2500000,100,20,287.512,101.458,319.754,183.434,
40000000,2500000,2500000,104,20,284.385,104.341,320.533,200.45,
40000000,2500000,2500000,108,20,287.869,106.628,321.295,176.545,
40000000,2500000,2500000,112,20,280.565,103.143,319.388,184.924,
40000000,2500000,2500000,116,20,288.296,103.038,320.395,175.732,
40000000,2500000,2500000,120,20,286.18,105.575,318.992,177.907,
40000000,2500000,2500000,124,20,284.7,97.284,319.483,160.379,
40000000,2500000,2500000,128,20,288.691,101.425,321.209,161.485,
40000000,2500000,2500000,132,20,282.771,99.4799,319.417,169.667,
40000000,2500000,2500000,136,20,288.956,100.73,322.252,164.422,
40000000,2500000,2500000,140,20,287.149,103.169,318.611,161.085,
40000000,2500000,2500000,144,20,282.716,95.1065,319.522,148.59,
40000000,2500000,2500000,148,20,289.169,98.4776,321.016,156.569,
40000000,2500000,2500000,152,20,285.32,100.92,322.639,146.825,
40000000,2500000,2500000,156,20,282.796,96.8213,314.751,141.779,
40000000,2500000,2500000,160,20,288.008,96.2052,319.82,147.007,
40000000,2500000,2500000,164,20,285.305,98.7255,319.384,138.239,
40000000,2500000,2500000,168,20,282.284,96.0381,319.196,139.492,
