initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,500000,500000,20,216.575,102.472,286.685,177.532,
40000000,1000000,1000000,20,258.963,116.867,289.124,222.886,
40000000,1500000,1500000,20,256.206,125.411,287.172,218.805,
40000000,2000000,2000000,20,255.379,124.484,288.69,220.97,
40000000,2500000,2500000,20,256.994,126.298,286.046,225.781,
40000000,3000000,3000000,20,257.156,125.459,287.092,226.516,
40000000,3500000,3500000,20,258.219,126.558,289.487,217.666,
40000000,4000000,4000000,20,258.72,125.853,287.634,216.79,
40000000,4500000,4500000,20,257.45,126.37,285.753,212.598,
40000000,5000000,5000000,20,258.705,126.869,284.456,217.432,
40000000,5500000,5500000,20,257.588,125.925,288.059,223.817,
40000000,6000000,6000000,20,257.064,126.099,287.366,222.383,
40000000,6500000,6500000,20,256.13,127.043,285.215,221.666,
40000000,7000000,7000000,20,256.669,126.499,288.584,224.752,
40000000,7500000,7500000,20,256.413,128.084,289.03,220.449,
40000000,8000000,8000000,20,256.992,127.606,286.99,217.592,
40000000,8500000,8500000,20,257.936,128.258,288.3,218.093,
40000000,9000000,9000000,20,255.044,128.288,287.779,223.006,
40000000,9500000,9500000,20,257.799,127.864,287.236,219.699,
40000000,10000000,10000000,20,255.534,128.278,286.427,222.644,
40000000,10500000,10500000,20,255.483,127.554,286.223,222.119,
40000000,11000000,11000000,20,259.197,128.568,288.397,219.774,
40000000,11500000,11500000,20,258.641,128.538,289.573,223.977,
40000000,12000000,12000000,20,258.639,128.813,283.894,220.419,
40000000,12500000,12500000,20,257.743,129.417,289.845,220.071,
40000000,13000000,13000000,20,258.199,128.811,287.357,219.811,
40000000,13500000,13500000,20,258.246,129.249,287.617,225.578,
40000000,14000000,14000000,20,257.997,128.843,287.441,222.576,
40000000,14500000,14500000,20,257.464,129.53,286.195,221.707,
40000000,15000000,15000000,20,257.519,129.314,286.917,224.488,
40000000,15500000,15500000,20,259.28,129.621,283.461,219.154,
40000000,16000000,16000000,20,257.194,129.554,283.278,219.278,
40000000,16500000,16500000,20,259.011,129.862,284.776,216.528,
40000000,17000000,17000000,20,254.469,129.075,285.707,223.332,
40000000,17500000,17500000,20,258.233,129.701,288.857,223.223,
40000000,18000000,18000000,20,256.805,129.453,288.708,224.414,
40000000,18500000,18500000,20,259.249,129.126,288.699,222.733,
40000000,19000000,19000000,20,258.737,130.139,287.873,223.69,
40000000,19500000,19500000,20,256.563,129.152,285.657,222.032,
40000000,20000000,20000000,20,257.972,130.065,285.517,222.662,
40000000,20500000,20500000,20,259.577,129.7,288.34,223.444,
40000000,21000000,21000000,20,257.749,129.986,286.839,221.839,
40000000,21500000,21500000,20,256.678,130.011,286.548,219.029,
40000000,22000000,22000000,20,258.486,130.034,289.505,223.385,
40000000,22500000,22500000,20,258.512,129.885,288.846,224.221,
