initial_tree_size,num_insertions,num_range_query,num_experiments,epoch_number,pointers_count,pointers_allocated_total,ratio,tree_gibs,
45000000,22500000,22500000,1,0,5190281,5190281,1,0.61873,
45000000,22500000,22500000,1,1,5307297,5307297,1,0.632679,
45000000,22500000,22500000,1,2,5403650,5403646,1,0.644165,
45000000,22500000,22500000,1,3,5456449,5500699,0.991956,0.650459,
45000000,22500000,22500000,1,4,5469039,5592560,0.977913,0.65196,
45000000,22500000,22500000,1,5,5484212,5696080,0.962805,0.653769,
45000000,22500000,22500000,1,6,5514057,5820271,0.947388,0.657327,
45000000,22500000,22500000,1,7,5533804,5923114,0.934273,0.659681,
45000000,22500000,22500000,1,8,5544754,6028602,0.919741,0.660986,
45000000,22500000,22500000,1,9,5534881,6132160,0.902599,0.659809,
45000000,22500000,22500000,1,10,5540859,6231898,0.889113,0.660522,
45000000,22500000,22500000,1,11,5549832,6336848,0.875803,0.661592,
45000000,22500000,22500000,1,12,5571589,6452468,0.863482,0.664185,
45000000,22500000,22500000,1,13,5593292,6565002,0.851986,0.666772,
45000000,22500000,22500000,1,14,5606618,6675890,0.839831,0.668361,
45000000,22500000,22500000,1,15,5591183,6765059,0.82648,0.666521,
45000000,22500000,22500000,1,16,5595219,6873259,0.814056,0.667002,
45000000,22500000,22500000,1,17,5607952,6987422,0.802578,0.66852,
45000000,22500000,22500000,1,18,5638064,7099046,0.7942,0.67211,
45000000,22500000,22500000,1,19,5638450,7197883,0.783348,0.672156,
45000000,22500000,22500000,1,20,5634001,7297857,0.772008,0.671625,
45000000,22500000,22500000,1,21,5630630,7396140,0.761293,0.671223,
45000000,22500000,22500000,1,22,5643142,7498473,0.752572,0.672715,
45000000,22500000,22500000,1,23,5646726,7593882,0.743589,0.673142,
45000000,22500000,22500000,1,24,5665950,7702765,0.735574,0.675434,
45000000,22500000,22500000,1,25,5671211,7801037,0.726982,0.676061,
45000000,22500000,22500000,1,26,5698526,7916070,0.719868,0.679317,
45000000,22500000,22500000,1,27,5690436,8007480,0.71064,0.678353,
45000000,22500000,22500000,1,28,5696178,8102754,0.702993,0.679037,
45000000,22500000,22500000,1,29,5701351,8212825,0.694201,0.679654,
45000000,22500000,22500000,1,30,5721523,8315599,0.688047,0.682059,
45000000,22500000,22500000,1,31,5732306,8414942,0.681206,0.683344,
45000000,22500000,22500000,1,32,5731663,8515641,0.673075,0.683267,
45000000,22500000,22500000,1,33,5732917,8610759,0.665785,0.683417,
45000000,22500000,22500000,1,34,5734460,8703503,0.658868,0.683601,
45000000,22500000,22500000,1,35,5750471,8810821,0.65266,0.68551,
45000000,22500000,22500000,1,36,5764115,8911486,0.646819,0.687136,
45000000,22500000,22500000,1,37,5788944,9021730,0.641667,0.690096,
45000000,22500000,22500000,1,38,5782686,9114606,0.634442,0.68935,
45000000,22500000,22500000,1,39,5804077,9227349,0.629008,0.6919,
45000000,22500000,22500000,1,40,5805505,9327737,0.622392,0.69207,
45000000,22500000,22500000,1,41,5820501,9428633,0.617322,0.693858,
45000000,22500000,22500000,1,42,5809287,9521920,0.610096,0.692521,
45000000,22500000,22500000,1,43,5814150,9618088,0.604502,0.693101,
45000000,22500000,22500000,1,44,5829740,9724124,0.599513,0.694959,
45000000,22500000,22500000,1,45,5847486,9827792,0.594995,0.697075,
45000000,22500000,22500000,1,46,5868870,9937372,0.590586,0.699624,
45000000,22500000,22500000,1,47,5875827,10040638,0.585205,0.700453,
45000000,22500000,22500000,1,48,5888495,10147969,0.580263,0.701963,
45000000,22500000,22500000,1,49,5900246,10260243,0.575059,0.703364,
45000000,22500000,22500000,1,50,5891700,10346857,0.569419,0.702345,
45000000,22500000,22500000,1,51,5900391,10454045,0.564412,0.703381,
45000000,22500000,22500000,1,52,5892689,10547520,0.55868,0.702463,
45000000,22500000,22500000,1,53,5918772,10653120,0.55559,0.705573,
45000000,22500000,22500000,1,54,5919904,10752928,0.550539,0.705708,
45000000,22500000,22500000,1,55,5940954,10859371,0.547081,0.708217,
45000000,22500000,22500000,1,56,5951203,10965460,0.542723,0.709439,
45000000,22500000,22500000,1,57,5970990,11077191,0.539035,0.711797,
45000000,22500000,22500000,1,58,5974384,11177785,0.534487,0.712202,
45000000,22500000,22500000,1,59,5982820,11282834,0.530259,0.713208,
45000000,22500000,22500000,1,60,5976446,11381740,0.525091,0.712448,
