initial_tree_size,num_insertions,num_range_query,num_experiments,epoch_number,pointers_count,pointers_allocated_total,ratio,tree_gibs,
45000000,22500000,22500000,1,0,5189524,5189524,1,0.618639,
45000000,22500000,22500000,1,1,5303107,5303107,1,0.63218,
45000000,22500000,22500000,1,2,5399507,5399507,1,0.643671,
45000000,22500000,22500000,1,3,5463476,5507466,0.992013,0.651297,
45000000,22500000,22500000,1,4,5480935,5604735,0.977912,0.653378,
45000000,22500000,22500000,1,5,5476370,5683192,0.963608,0.652834,
45000000,22500000,22500000,1,6,5469443,5779142,0.946411,0.652008,
45000000,22500000,22500000,1,7,5480404,5877492,0.932439,0.653315,
45000000,22500000,22500000,1,8,5491379,5961861,0.921085,0.654623,
45000000,22500000,22500000,1,9,5490262,6047410,0.90787,0.65449,
45000000,22500000,22500000,1,10,5500210,6146490,0.894854,0.655676,
45000000,22500000,22500000,1,11,5516239,6240499,0.883942,0.657587,
45000000,22500000,22500000,1,12,5520203,6323283,0.872996,0.658059,
45000000,22500000,22500000,1,13,5519484,6414540,0.860465,0.657974,
45000000,22500000,22500000,1,14,5526522,6506640,0.849366,0.658813,
45000000,22500000,22500000,1,15,5535112,6590338,0.839883,0.659837,
45000000,22500000,22500000,1,16,5530620,6669038,0.829298,0.659301,
45000000,22500000,22500000,1,17,5537826,6758880,0.819341,0.66016,
45000000,22500000,22500000,1,18,5542304,6840442,0.810226,0.660694,
45000000,22500000,22500000,1,19,5572090,6942904,0.802559,0.664245,
45000000,22500000,22500000,1,20,5579393,7032529,0.793369,0.665115,
45000000,22500000,22500000,1,21,5587406,7114784,0.785323,0.666071,
45000000,22500000,22500000,1,22,5586414,7206890,0.775149,0.665952,
45000000,22500000,22500000,1,23,5596336,7300118,0.766609,0.667135,
45000000,22500000,22500000,1,24,5600210,7377684,0.759074,0.667597,
45000000,22500000,22500000,1,25,5638672,7501638,0.751659,0.672182,
45000000,22500000,22500000,1,26,5660055,7607703,0.74399,0.674731,
45000000,22500000,22500000,1,27,5676238,7695578,0.737597,0.67666,
45000000,22500000,22500000,1,28,5636132,7767952,0.725562,0.671879,
45000000,22500000,22500000,1,29,5628187,7855019,0.716508,0.670932,
45000000,22500000,22500000,1,30,5638857,7948047,0.709464,0.672204,
45000000,22500000,22500000,1,31,5662069,8038163,0.704398,0.674971,
45000000,22500000,22500000,1,32,5670298,8125632,0.697829,0.675952,
