initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
1000000,50000,950000,20,79.4763,144.403,88.7583,117.998,
1000000,100000,1900000,20,83.1916,191.727,87.3843,212.055,
1000000,150000,2850000,20,80.5343,197.777,88.3413,191.797,
1000000,200000,3800000,20,79.1143,216.206,85.0749,186.675,
1000000,250000,4750000,20,81.6722,212.829,85.6975,184.554,
1000000,300000,5700000,20,81.189,201.872,85.8965,195.116,
1000000,350000,6650000,20,81.0951,231.928,90.9658,203.241,
1000000,400000,7600000,20,83.8268,227.204,90.5701,205.366,
1000000,450000,8550000,20,82.0804,232.25,87.6699,211.208,
1000000,500000,9500000,20,88.0232,233.448,82.9478,209.111,
1000000,550000,10450000,20,81.6337,246.858,89.5455,206.208,
1000000,600000,11400000,20,84.506,233.791,91.7314,210.403,
1000000,650000,12350000,20,81.2003,234.845,86.9071,215.36,
1000000,700000,13300000,20,81.1785,238.615,92.5391,223.19,
1000000,750000,14250000,20,81.8524,231.92,85.9643,222.029,
1000000,800000,15200000,20,89.8178,242.698,89.9886,223.931,
1000000,850000,16150000,20,80.2769,227.339,92.3032,223.715,
1000000,900000,17100000,20,83.9577,237.706,88.875,226.483,
1000000,950000,18050000,20,81.4831,236.269,89.0657,219.512,
1000000,1000000,19000000,20,83.8659,246.571,85.4185,221.932,
1000000,1050000,19950000,20,80.3277,245.921,88.1576,220.804,
1000000,1100000,20900000,20,79.0128,246.589,90.5699,224.507,
1000000,1150000,21850000,20,79.0769,232.482,92.5158,224.211,
1000000,1200000,22800000,20,82.3855,237.911,91.688,217.935,
1000000,1250000,23750000,20,81.5566,240.278,89.7531,220.128,
1000000,1300000,24700000,20,78.868,240.202,84.1358,220.975,
1000000,1350000,25650000,20,79.3295,245.886,86.1909,223.882,
1000000,1400000,26600000,20,83.6618,247.759,91.2675,223.745,
1000000,1450000,27550000,20,87.1122,250.928,91.2744,221.969,
1000000,1500000,28500000,20,81.4999,240.062,85.0346,221.207,
1000000,1550000,29450000,20,77.8736,258.991,88.9749,223.845,
1000000,1600000,30400000,20,79.4891,240.686,79.2896,223.391,
1000000,1650000,31350000,20,82.4451,244.037,82.4935,227.023,
1000000,1700000,32300000,20,78.115,248.43,87.0632,222.379,
1000000,1750000,33250000,20,80.552,248.807,92.0947,223.179,
1000000,1800000,34200000,20,74.8982,238.471,87.6775,219.869,
1000000,1850000,35150000,20,84.2658,248.226,95.4201,220.972,
1000000,1900000,36100000,20,81.7255,252.922,91.3314,226.077,
1000000,1950000,37050000,20,79.6662,246.051,89.3349,227.164,
1000000,2000000,38000000,20,83.2444,247.812,90.0326,224.869,
1000000,2050000,38950000,20,76.7969,253.915,89.5478,226.153,
1000000,2100000,39900000,20,76.5986,244.478,86.0033,224.87,
1000000,2150000,40850000,20,78.0604,251.715,90.3836,220.65,
1000000,2200000,41800000,20,80.8329,243.655,89.5045,226.644,
1000000,2250000,42750000,20,77.9016,246.007,94.2429,220.545,
