initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
1000000,500000,500000,20,80.03,91.5296,87.7719,128.674,
1000000,1000000,1000000,20,85.0485,97.2153,93.1813,165.364,
1000000,1500000,1500000,20,77.9266,100.868,88.9181,182.27,
1000000,2000000,2000000,20,79.2623,106.693,91.0805,209.069,
1000000,2500000,2500000,20,81.0354,117.998,82.2547,189.879,
1000000,3000000,3000000,20,76.4232,109.819,92.0122,190.877,
1000000,3500000,3500000,20,84.6884,111.904,91.2816,199.159,
1000000,4000000,4000000,20,81.3837,118.106,93.7101,202.957,
1000000,4500000,4500000,20,78.0361,120.999,91.0847,208.791,
1000000,5000000,5000000,20,79.6492,122.453,94.0535,192.82,
1000000,5500000,5500000,20,82.8092,119.714,90.1096,203.446,
1000000,6000000,6000000,20,82.2812,121.577,90.5862,223.376,
1000000,6500000,6500000,20,81.9173,122.096,91.0601,214.092,
1000000,7000000,7000000,20,84.1916,123.426,88.7206,215.667,
1000000,7500000,7500000,20,79.0593,123.628,87.0944,210.65,
1000000,8000000,8000000,20,81.0598,122.722,90.5918,216.09,
1000000,8500000,8500000,20,77.3901,123.213,84.7458,219.487,
1000000,9000000,9000000,20,75.572,123.492,91.6315,218.262,
1000000,9500000,9500000,20,79.7006,123.278,87.675,220.559,
1000000,10000000,10000000,20,76.0913,123.721,88.2282,216.214,
1000000,10500000,10500000,20,78.2336,123.908,93.4661,219.435,
1000000,11000000,11000000,20,77.9528,123.056,89.056,222.797,
1000000,11500000,11500000,20,82.4793,124.835,84.7507,221.132,
1000000,12000000,12000000,20,80.5415,125.144,91.0765,220.368,
1000000,12500000,12500000,20,87.5919,123.657,91.785,219.127,
1000000,13000000,13000000,20,73.0041,124.743,89.1077,220.834,
1000000,13500000,13500000,20,87.5103,125.263,86.6963,222.046,
1000000,14000000,14000000,20,84.6305,124.77,83.8408,221.955,
1000000,14500000,14500000,20,81.7878,125.561,88.2249,222.372,
1000000,15000000,15000000,20,86.1961,125.678,84.8317,220.777,
1000000,15500000,15500000,20,75.471,125.708,87.0074,220.469,
1000000,16000000,16000000,20,84.6651,126.038,81.6839,222.857,
1000000,16500000,16500000,20,78.5542,125.558,93.1053,222.348,
1000000,17000000,17000000,20,81.3188,126.441,84.9479,216.919,
1000000,17500000,17500000,20,78.3385,126.225,87.4095,223.195,
1000000,18000000,18000000,20,81.6644,126.635,86.0578,224.775,
1000000,18500000,18500000,20,84.4716,126.91,91.9125,219.646,
1000000,19000000,19000000,20,80.8355,126.381,84.6082,222.875,
1000000,19500000,19500000,20,78.4126,127.177,90.7492,220.387,
1000000,20000000,20000000,20,79.8762,126.549,80.5867,218.036,
1000000,20500000,20500000,20,81.39,126.794,88.9381,222.024,
1000000,21000000,21000000,20,77.6852,127.34,87.9753,222.404,
1000000,21500000,21500000,20,76.9788,127.649,88.4145,218.54,
1000000,22000000,22000000,20,80.2791,127.511,86.0056,224.286,
1000000,22500000,22500000,20,84.3256,127.722,92.9087,222.54,
