initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,50000,950000,20,258.654,212.13,289.344,221.606,
40000000,100000,1900000,20,256.635,203.987,288.123,239.193,
40000000,150000,2850000,20,254.756,210.569,287.206,201.357,
40000000,200000,3800000,20,259.502,248.253,287.221,241.04,
40000000,250000,4750000,20,257.891,231.572,286.499,229.499,
40000000,300000,5700000,20,258.55,236.582,290.112,237.868,
40000000,350000,6650000,20,258.5,248.155,288.643,234.452,
40000000,400000,7600000,20,257.067,246.181,289.225,226.727,
40000000,450000,8550000,20,258.697,247.541,286.854,236.518,
40000000,500000,9500000,20,257.632,243.268,288.429,233.492,
40000000,550000,10450000,20,256.708,246.397,288.654,227.764,
40000000,600000,11400000,20,257.712,225.138,289.135,228.064,
40000000,650000,12350000,20,256.251,246.506,286.599,234.909,
40000000,700000,13300000,20,258.462,253.776,284.35,220.137,
40000000,750000,14250000,20,255.248,249.949,285.257,220.828,
40000000,800000,15200000,20,256.388,250.681,286.636,229.59,
40000000,850000,16150000,20,252.787,248.706,286.506,227.116,
40000000,900000,17100000,20,257.015,252.166,287.858,226.017,
40000000,950000,18050000,20,257.676,249.794,287.971,231.329,
40000000,1000000,19000000,20,256.899,251.117,287.911,229.53,
40000000,1050000,19950000,20,256.356,251.969,283.379,225.548,
40000000,1100000,20900000,20,257.937,255.694,289.037,231.543,
40000000,1150000,21850000,20,257.814,253.88,288.143,230.647,
40000000,1200000,22800000,20,256.951,256.871,288.103,227.673,
40000000,1250000,23750000,20,256.881,255.474,289.877,227.776,
40000000,1300000,24700000,20,256.446,255.646,287.939,230.184,
40000000,1350000,25650000,20,256.691,255.986,288.038,225.851,
40000000,1400000,26600000,20,257.866,258.601,287.793,233.644,
40000000,1450000,27550000,20,258.674,255.987,289.316,227.56,
40000000,1500000,28500000,20,256.615,254.855,289.488,230.857,
40000000,1550000,29450000,20,257.692,252.428,290.161,229.862,
40000000,1600000,30400000,20,257.495,259.129,288.058,228.899,
40000000,1650000,31350000,20,258.725,260.549,286.251,228.477,
40000000,1700000,32300000,20,257.869,256.313,288.681,232.278,
40000000,1750000,33250000,20,257.586,259.943,288.631,230.839,
40000000,1800000,34200000,20,255.202,256.399,288.658,230.781,
40000000,1850000,35150000,20,258.189,260.084,288.162,228.778,
40000000,1900000,36100000,20,257.095,259.554,286.599,226.986,
40000000,1950000,37050000,20,258.116,259.466,287.874,230.668,
40000000,2000000,38000000,20,255.852,261.398,228.43,221.802,
40000000,2050000,38950000,20,256.668,256.919,286.696,227.314,
40000000,2100000,39900000,20,254.292,257.005,287.21,229.626,
40000000,2150000,40850000,20,258.261,259.475,288.796,228,
40000000,2200000,41800000,20,256.72,257.611,287.598,225.493,
40000000,2250000,42750000,20,257.603,260.451,286.757,230.554,
