initial_tree_size,num_insertions,num_range_query,num_experiments,epoch_number,pointers_count,pointers_allocated_total,ratio,tree_gibs,
45000000,10000000,10000000,1,0,5190026,5190026,1,0.618699,
45000000,10000000,10000000,1,1,5296408,5296408,1,0.631381,
45000000,10000000,10000000,1,2,5397791,5397787,1,0.643467,
45000000,10000000,10000000,1,3,5439001,5481345,0.992275,0.648379,
45000000,10000000,10000000,1,4,5441250,5560905,0.978483,0.648648,
45000000,10000000,10000000,1,5,5460046,5664018,0.963988,0.650888,
45000000,10000000,10000000,1,6,5465719,5748575,0.950795,0.651564,
45000000,10000000,10000000,1,7,5466820,5824312,0.938621,0.651696,
45000000,10000000,10000000,1,8,5481472,5932038,0.924045,0.653442,
45000000,10000000,10000000,1,9,5508323,6037697,0.912322,0.656643,
45000000,10000000,10000000,1,10,5552878,6152962,0.902472,0.661955,
45000000,10000000,10000000,1,11,5545064,6240931,0.888499,0.661023,
45000000,10000000,10000000,1,12,5550316,6341828,0.875192,0.661649,
45000000,10000000,10000000,1,13,5533494,6431794,0.860334,0.659644,
45000000,10000000,10000000,1,14,5547695,6526375,0.850042,0.661337,
45000000,10000000,10000000,1,15,5557027,6629129,0.838274,0.662449,
45000000,10000000,10000000,1,16,5577246,6731796,0.828493,0.66486,
45000000,10000000,10000000,1,17,5583906,6824582,0.818205,0.665653,
45000000,10000000,10000000,1,18,5597988,6933108,0.807428,0.667332,
45000000,10000000,10000000,1,19,5578131,7006257,0.796164,0.664965,
45000000,10000000,10000000,1,20,5587764,7101412,0.786853,0.666113,
45000000,10000000,10000000,1,21,5586539,7196933,0.776239,0.665967,
45000000,10000000,10000000,1,22,5606314,7285352,0.769532,0.668325,
45000000,10000000,10000000,1,23,5624061,7391155,0.760918,0.67044,
45000000,10000000,10000000,1,24,5625139,7479051,0.752119,0.670569,
45000000,10000000,10000000,1,25,5646672,7582264,0.744721,0.673136,
45000000,10000000,10000000,1,26,5645551,7676079,0.735473,0.673002,
45000000,10000000,10000000,1,27,5653820,7764472,0.728165,0.673988,
45000000,10000000,10000000,1,28,5644508,7850634,0.718988,0.672878,
45000000,10000000,10000000,1,29,5653585,7945309,0.711563,0.67396,
45000000,10000000,10000000,1,30,5656402,8028082,0.704577,0.674296,
45000000,10000000,10000000,1,31,5666229,8116573,0.698106,0.675467,
45000000,10000000,10000000,1,32,5668326,8204182,0.690907,0.675717,
45000000,10000000,10000000,1,33,5687373,8300167,0.685212,0.677988,
45000000,10000000,10000000,1,34,5686019,8379169,0.67859,0.677826,
45000000,10000000,10000000,1,35,5707801,8481868,0.672942,0.680423,
45000000,10000000,10000000,1,36,5705107,8566973,0.665942,0.680102,
45000000,10000000,10000000,1,37,5713188,8647370,0.660685,0.681065,
45000000,10000000,10000000,1,38,5714945,8743415,0.653628,0.681275,
45000000,10000000,10000000,1,39,5724548,8830882,0.648242,0.682419,
45000000,10000000,10000000,1,40,5730725,8910951,0.64311,0.683156,
45000000,10000000,10000000,1,41,5723299,8990135,0.63662,0.68227,
45000000,10000000,10000000,1,42,5746686,9093220,0.631975,0.685058,
45000000,10000000,10000000,1,43,5769456,9190950,0.627732,0.687773,
45000000,10000000,10000000,1,44,5782523,9276397,0.623359,0.68933,
45000000,10000000,10000000,1,45,5777742,9366198,0.616872,0.688761,
45000000,10000000,10000000,1,46,5778079,9454493,0.611146,0.688801,
