initial_tree_size,num_insertions,num_range_query,num_experiments,epoch_number,pointers_count,pointers_allocated_total,ratio,tree_gibs,
45000000,1000000,19000000,1,0,5189154,5189154,1,0.618595,
45000000,1000000,19000000,1,1,5194473,5194473,1,0.619229,
45000000,1000000,19000000,1,2,5199702,5199702,1,0.619853,
45000000,1000000,19000000,1,3,5200475,5204217,0.999281,0.619945,
45000000,1000000,19000000,1,4,5203582,5211640,0.998454,0.620315,
45000000,1000000,19000000,1,5,5203412,5215746,0.997635,0.620295,
45000000,1000000,19000000,1,6,5204310,5220480,0.996903,0.620402,
45000000,1000000,19000000,1,7,5206108,5227462,0.995915,0.620616,
45000000,1000000,19000000,1,8,5206572,5232094,0.995122,0.620672,
45000000,1000000,19000000,1,9,5207940,5237726,0.994313,0.620835,
45000000,1000000,19000000,1,10,5205912,5241512,0.993208,0.620593,
45000000,1000000,19000000,1,11,5206030,5245714,0.992435,0.620607,
45000000,1000000,19000000,1,12,5206015,5250093,0.991604,0.620605,
45000000,1000000,19000000,1,13,5206793,5255495,0.990733,0.620698,
45000000,1000000,19000000,1,14,5207650,5260582,0.989938,0.6208,
45000000,1000000,19000000,1,15,5208344,5265174,0.989206,0.620883,
45000000,1000000,19000000,1,16,5208019,5269727,0.98829,0.620844,
45000000,1000000,19000000,1,17,5208666,5274040,0.987605,0.620921,
45000000,1000000,19000000,1,18,5209332,5278542,0.986888,0.621001,
45000000,1000000,19000000,1,19,5210548,5284480,0.98601,0.621146,
45000000,1000000,19000000,1,20,5210589,5288773,0.985217,0.621151,
45000000,1000000,19000000,1,21,5213206,5296118,0.984345,0.621463,
45000000,1000000,19000000,1,22,5211836,5300650,0.983245,0.621299,
45000000,1000000,19000000,1,23,5215658,5308692,0.982475,0.621755,
45000000,1000000,19000000,1,24,5214650,5313190,0.981454,0.621635,
45000000,1000000,19000000,1,25,5214801,5317895,0.980614,0.621653,
45000000,1000000,19000000,1,26,5212409,5322269,0.979358,0.621368,
45000000,1000000,19000000,1,27,5214259,5328661,0.978531,0.621588,
45000000,1000000,19000000,1,28,5215230,5334202,0.977696,0.621704,
45000000,1000000,19000000,1,29,5215433,5338791,0.976894,0.621728,
45000000,1000000,19000000,1,30,5214550,5344048,0.975768,0.621623,
45000000,1000000,19000000,1,31,5214645,5348665,0.974943,0.621634,
45000000,1000000,19000000,1,32,5214539,5352973,0.974139,0.621621,
45000000,1000000,19000000,1,33,5215151,5358317,0.973282,0.621694,
45000000,1000000,19000000,1,34,5215608,5362388,0.972628,0.621749,
45000000,1000000,19000000,1,35,5216391,5367747,0.971803,0.621842,
45000000,1000000,19000000,1,36,5219470,5375306,0.971009,0.622209,
45000000,1000000,19000000,1,37,5219614,5379822,0.970221,0.622226,
45000000,1000000,19000000,1,38,5219551,5384847,0.969303,0.622219,
45000000,1000000,19000000,1,39,5217913,5389385,0.968183,0.622024,
45000000,1000000,19000000,1,40,5217611,5393529,0.967384,0.621988,
45000000,1000000,19000000,1,41,5218272,5397900,0.966723,0.622066,
45000000,1000000,19000000,1,42,5219771,5403671,0.965968,0.622245,
45000000,1000000,19000000,1,43,5220040,5407772,0.965285,0.622277,
45000000,1000000,19000000,1,44,5220017,5411825,0.964558,0.622275,
45000000,1000000,19000000,1,45,5219887,5415621,0.963858,0.622259,
45000000,1000000,19000000,1,46,5219551,5419699,0.96307,0.622219,
45000000,1000000,19000000,1,47,5223196,5427742,0.962315,0.622653,
45000000,1000000,19000000,1,48,5223923,5432557,0.961596,0.62274,
45000000,1000000,19000000,1,49,5224263,5436825,0.960903,0.622781,
45000000,1000000,19000000,1,50,5223746,5442646,0.959781,0.622719,
45000000,1000000,19000000,1,51,5223309,5447031,0.958928,0.622667,
45000000,1000000,19000000,1,52,5223809,5451305,0.958268,0.622727,
45000000,1000000,19000000,1,53,5225806,5458144,0.957433,0.622965,
45000000,1000000,19000000,1,54,5225260,5462164,0.956628,0.6229,
45000000,1000000,19000000,1,55,5225036,5465846,0.955943,0.622873,
45000000,1000000,19000000,1,56,5224974,5471206,0.954995,0.622865,
45000000,1000000,19000000,1,57,5224852,5475144,0.954286,0.622851,
45000000,1000000,19000000,1,58,5226906,5481778,0.953506,0.623096,
45000000,1000000,19000000,1,59,5227072,5486252,0.952758,0.623116,
45000000,1000000,19000000,1,60,5230236,5494022,0.951987,0.623493,
45000000,1000000,19000000,1,61,5229714,5498644,0.951092,0.62343,
45000000,1000000,19000000,1,62,5229523,5502499,0.950391,0.623408,
45000000,1000000,19000000,1,63,5228829,5507773,0.949354,0.623325,
45000000,1000000,19000000,1,64,5228374,5512020,0.94854,0.623271,
45000000,1000000,19000000,1,65,5230622,5518710,0.947798,0.623539,
45000000,1000000,19000000,1,66,5230085,5523095,0.946948,0.623475,
45000000,1000000,19000000,1,67,5230693,5527775,0.946256,0.623547,
45000000,1000000,19000000,1,68,5229958,5532238,0.94536,0.62346,
45000000,1000000,19000000,1,69,5229817,5536099,0.944675,0.623443,
45000000,1000000,19000000,1,70,5230693,5540967,0.944004,0.623547,
45000000,1000000,19000000,1,71,5230850,5545394,0.943278,0.623566,
