initial_tree_size,num_insertions,num_range_query,average_range_length,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
1000100,2500000,2500000,4,20,79.2092,127.895,86.033,197.253,
1000100,2500000,2500000,8,20,81.8781,120.068,84.8782,194.804,
1000100,2500000,2500000,12,20,83.4241,111.26,84.964,192.386,
1000100,2500000,2500000,16,20,78.1714,119.955,91.0572,187.473,
1000100,2500000,2500000,20,20,83.5475,117.601,83.2704,196.165,
1000100,2500000,2500000,24,20,79.6042,113.713,90.2822,189.751,
1000100,2500000,2500000,28,20,75.55,112.364,89.494,182.109,
1000100,2500000,2500000,32,20,80.319,112.326,89.6858,183.506,
1000100,2500000,2500000,36,20,80.658,109.514,87.8588,199.769,
1000100,2500000,2500000,40,20,79.6966,103.147,88.7526,204.256,
1000100,2500000,2500000,44,20,82.0957,113.638,96.4004,185.192,
1000100,2500000,2500000,48,20,77.1913,107.233,88.6581,190.714,
1000100,2500000,2500000,52,20,81.6687,103.849,90.5346,197.684,
1000100,2500000,2500000,56,20,83.4928,105.177,85.1581,197.933,
1000100,2500000,2500000,60,20,79.45,111.552,83.4722,178.995,
1000100,2500000,2500000,64,20,85.6789,105.647,87.4174,205.43,
1000100,2500000,2500000,68,20,80.096,105.35,92.0614,186.865,
1000100,2500000,2500000,72,20,78.0045,107.347,89.0047,171.839,
1000100,2500000,2500000,76,20,79.4802,97.8447,91.8004,174.12,
1000100,2500000,2500000,80,20,75.7848,99.5856,89.4199,180.773,
1000100,2500000,2500000,84,20,83.3319,102.901,92.5625,195.972,
1000100,2500000,2500000,88,20,78.5307,102.761,93.6331,167.395,
1000100,2500000,2500000,92,20,82.4574,98.6349,87.1833,183.222,
1000100,2500000,2500000,96,20,79.5637,94.9253,91.1084,179.53,
1000100,2500000,2500000,100,20,74.6585,99.7796,89.3179,186.706,
1000100,2500000,2500000,104,20,85.1258,98.5525,83.2766,182.339,
