initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,500000,500000,20,270.924,175.544,358.61,231.287,
40000000,1000000,1000000,20,330.57,204.662,357.897,274.263,
40000000,1500000,1500000,20,324.477,216.811,342.056,283.441,
40000000,2000000,2000000,20,324.59,221.176,350.56,304.338,
40000000,2500000,2500000,20,328.638,230.917,350.733,305.815,
40000000,3000000,3000000,20,323.381,223.655,357.99,315.521,
40000000,3500000,3500000,20,330.659,231.845,357.302,315.346,
40000000,4000000,4000000,20,326.268,237.278,343.725,315.655,
40000000,4500000,4500000,20,293.569,234.507,348.254,313.107,
40000000,5000000,5000000,20,323.742,236.339,352.229,313.175,
40000000,5500000,5500000,20,323.38,235.778,357.563,322.724,
40000000,6000000,6000000,20,331.875,238.577,295.263,326.301,
40000000,6500000,6500000,20,331.24,239.601,360.346,321.395,
40000000,7000000,7000000,20,316.338,239.594,354.481,317.488,
40000000,7500000,7500000,20,323.599,235.361,358.535,325.668,
40000000,8000000,8000000,20,327.838,240.355,359.276,324.802,
40000000,8500000,8500000,20,324.809,239.461,353.648,318.49,
40000000,9000000,9000000,20,315.463,241.809,348.297,320.228,
40000000,9500000,9500000,20,331.695,241.675,352.582,316.216,
40000000,10000000,10000000,20,325.599,242.071,359.004,327.856,
40000000,10500000,10500000,20,328.515,241.312,359.602,328.015,
40000000,11000000,11000000,20,258.115,237.08,349.032,315.947,
40000000,11500000,11500000,20,322.208,241.151,352.741,323.801,
40000000,12000000,12000000,20,328.338,242.257,347.591,320.048,
40000000,12500000,12500000,20,330.616,242.945,351.845,323.704,
40000000,13000000,13000000,20,329.874,240.153,357.52,326.525,
40000000,13500000,13500000,20,303.345,240.665,356.667,322.333,
40000000,14000000,14000000,20,326.657,239.694,356.967,326.494,
40000000,14500000,14500000,20,325.16,241.499,352.989,319.45,
40000000,15000000,15000000,20,319.055,243.16,353.105,324.408,
40000000,15500000,15500000,20,327.657,241.882,352.798,319.699,
40000000,16000000,16000000,20,331.108,242.77,338.723,313.963,
40000000,16500000,16500000,20,328.979,241.323,302.353,326.221,
40000000,17000000,17000000,20,326.074,241.293,289.403,328.869,
40000000,17500000,17500000,20,305.621,241.774,357.34,326.332,
40000000,18000000,18000000,20,324.479,242.519,328.468,326.948,
40000000,18500000,18500000,20,328.049,243.964,357.126,328.957,
40000000,19000000,19000000,20,325.569,243.764,352.404,325.34,
40000000,19500000,19500000,20,329.727,241.823,359.324,328.621,
40000000,20000000,20000000,20,333.626,242.801,360.165,328.975,
40000000,20500000,20500000,20,328.11,242.878,358.293,327.744,
40000000,21000000,21000000,20,329.353,243.176,361.208,334.574,
40000000,21500000,21500000,20,325.64,242.587,357.822,328.385,
40000000,22000000,22000000,20,327.286,240.965,355.616,325.734,
40000000,22500000,22500000,20,329.043,242.847,361.19,331.382,
