initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,900000,100000,20,324.349,171.175,357.579,237.661,
40000000,1800000,200000,20,326.638,198.648,359.618,313.478,
40000000,2700000,300000,20,322.362,208.405,353.018,309.172,
40000000,3600000,400000,20,324.603,207.909,361.068,326.349,
40000000,4500000,500000,20,331.035,218.746,359.431,346.564,
40000000,5400000,600000,20,290.591,211.358,359.106,340.258,
40000000,6300000,700000,20,325.686,214.558,357.875,343.313,
40000000,7200000,800000,20,313.657,219.364,358.639,333.785,
40000000,8100000,900000,20,325.504,221.782,353.822,333.043,
40000000,9000000,1000000,20,325.069,222.878,358.394,325.266,
40000000,9900000,1100000,20,320.807,223.852,345.675,331.37,
40000000,10800000,1200000,20,325.077,220.349,358.36,362.219,
40000000,11700000,1300000,20,322.84,224.188,352.276,343.475,
40000000,12600000,1400000,20,332.856,219.224,357.588,371.424,
40000000,13500000,1500000,20,326.916,224.172,356.534,325.711,
40000000,14400000,1600000,20,328.979,224.4,361.267,348.369,
40000000,15300000,1700000,20,322.884,224.766,345.675,316.783,
40000000,16200000,1800000,20,328.277,224.775,353.145,349.117,
40000000,17100000,1900000,20,329.21,224.897,354.587,354.387,
40000000,18000000,2000000,20,329.942,225.25,263.468,378.291,
40000000,18900000,2100000,20,326.846,225.13,356.744,336.288,
40000000,19800000,2200000,20,329.11,225.584,296.98,362.116,
40000000,20700000,2300000,20,327.695,223.867,357.268,356.246,
40000000,21600000,2400000,20,327.82,226.074,355.027,344.85,
40000000,22500000,2500000,20,324.033,226.324,359.103,361.713,
40000000,23400000,2600000,20,332.394,225.576,358.062,357.212,
40000000,24300000,2700000,20,329.166,223.739,356.586,340.519,
40000000,25200000,2800000,20,327.503,225.594,362.129,362.35,
40000000,26100000,2900000,20,328.146,225.857,354.203,337.808,
40000000,27000000,3000000,20,331.309,224.777,351.688,327.538,
40000000,27900000,3100000,20,323.701,227.025,354.624,367.36,
40000000,28800000,3200000,20,327.004,225.41,355.417,347.459,
40000000,29700000,3300000,20,332.636,226.008,362.557,379.466,
40000000,30600000,3400000,20,328.386,227.106,355.14,364.482,
40000000,31500000,3500000,20,312.059,225.123,350.232,344.132,
40000000,32400000,3600000,20,330.439,227.232,337.069,312.537,
40000000,33300000,3700000,20,324.013,226.436,352.818,342.103,
40000000,34200000,3800000,20,325.791,227.47,356.518,373.112,
40000000,35100000,3900000,20,323.057,226.421,363.234,388.392,
40000000,36000000,4000000,20,220.857,227.251,345.933,313.491,
40000000,36900000,4100000,20,302.794,226.846,341.06,309.178,
40000000,37800000,4200000,20,330.025,225.169,358.701,354.582,
40000000,38700000,4300000,20,326.782,226.38,347.59,319.531,
40000000,39600000,4400000,20,328.323,226.277,285.598,387.366,
40000000,40500000,4500000,20,326.636,226.151,346.964,330.983,
