initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
1000000,500000,500000,20,70.3989,191.29,79.2825,170.449,
1000000,1000000,1000000,20,73.6731,224.89,84.6953,281.493,
1000000,1500000,1500000,20,67.462,237.011,87.1036,300.241,
1000000,2000000,2000000,20,68.6101,243.919,84.6718,308.727,
1000000,2500000,2500000,20,76.9356,250.5,78.2511,307.115,
1000000,3000000,3000000,20,73.8983,250.995,81.6036,340.547,
1000000,3500000,3500000,20,77.4567,250.528,88.0337,339.859,
1000000,4000000,4000000,20,72.9802,252.53,89.9767,338.654,
1000000,4500000,4500000,20,77.1681,253.178,83.4726,345.374,
1000000,5000000,5000000,20,76.1182,258.05,83.4808,330.331,
1000000,5500000,5500000,20,76.4109,261.898,94.9793,351.983,
1000000,6000000,6000000,20,79.9252,255.177,85.1239,343.579,
1000000,6500000,6500000,20,77.9177,258.735,82.3978,346.212,
1000000,7000000,7000000,20,81.0039,260.638,81.6438,349.011,
1000000,7500000,7500000,20,78.8141,254.833,84.9794,351.999,
1000000,8000000,8000000,20,72.9873,259.745,83.8834,350.485,
1000000,8500000,8500000,20,66.4638,254.524,86.9041,352.885,
1000000,9000000,9000000,20,83.9613,254.166,89.4198,357.225,
1000000,9500000,9500000,20,81.979,255.429,81.9205,357.453,
1000000,10000000,10000000,20,79.0106,246.229,71.2003,351.975,
1000000,10500000,10500000,20,72.0992,247.919,88.174,355.748,
1000000,11000000,11000000,20,72.4765,250.795,80.1891,353.099,
1000000,11500000,11500000,20,74.7399,249.131,79.8517,350.538,
1000000,12000000,12000000,20,74.4569,247.321,84.6377,358.137,
1000000,12500000,12500000,20,70.7895,248.952,86.5168,354.892,
1000000,13000000,13000000,20,69.5508,247.281,94.0712,349.028,
1000000,13500000,13500000,20,75.9203,249.879,85.9484,353.471,
1000000,14000000,14000000,20,70.1171,251.202,92.1877,350.589,
1000000,14500000,14500000,20,79.0106,245.448,62.9157,349.02,
1000000,15000000,15000000,20,69.5196,243.783,88.1744,352.086,
1000000,15500000,15500000,20,63.335,246.889,84.8572,346.817,
1000000,16000000,16000000,20,73.7655,246.538,81.9346,346.204,
1000000,16500000,16500000,20,77.0573,250.698,84.9528,353.26,
1000000,17000000,17000000,20,72.5661,248.457,83.8733,349.201,
1000000,17500000,17500000,20,70.6799,249.877,81.8378,347.79,
1000000,18000000,18000000,20,73.989,246.009,84.4828,349.682,
1000000,18500000,18500000,20,68.6495,248.343,76.3951,350.383,
1000000,19000000,19000000,20,78.5125,247.305,82.0806,352.555,
1000000,19500000,19500000,20,67.0474,249.301,79.6982,349.506,
1000000,20000000,20000000,20,71.8438,247.263,80.4298,348.592,
1000000,20500000,20500000,20,76.0039,247.366,77.5037,348.971,
1000000,21000000,21000000,20,68.4375,249.997,83.8615,350.908,
1000000,21500000,21500000,20,69.8832,249.093,76.069,347.84,
1000000,22000000,22000000,20,72.3331,250.89,91.2543,349.439,
1000000,22500000,22500000,20,76.8602,247.165,86.6119,351.682,
