initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
1000000,50000,950000,20,74.9961,210.147,83.3924,256.744,
1000000,100000,1900000,20,80.6313,237.731,72.7299,309.845,
1000000,150000,2850000,20,78.2863,249.528,88.1008,318.819,
1000000,200000,3800000,20,71.2981,261.937,84.0625,341.488,
1000000,250000,4750000,20,70.7014,251.111,84.3183,336.082,
1000000,300000,5700000,20,82.1625,271.842,85.0035,351.736,
1000000,350000,6650000,20,69.7929,268.838,84.3336,349.93,
1000000,400000,7600000,20,76.846,262.289,72.1568,353.76,
1000000,450000,8550000,20,79.4415,274.512,88.6185,361.494,
1000000,500000,9500000,20,71.6105,277.547,86.5735,363.584,
1000000,550000,10450000,20,80.648,270.391,77.994,357.519,
1000000,600000,11400000,20,68.2744,262.41,87.6706,357.047,
1000000,650000,12350000,20,73.1971,274.377,83.6886,360.603,
1000000,700000,13300000,20,64.7899,274.357,86.5225,363.553,
1000000,750000,14250000,20,81.6101,275.485,79.8537,354.937,
1000000,800000,15200000,20,69.3128,249.555,82.9011,358.462,
1000000,850000,16150000,20,72.6855,256.667,81.7323,352.717,
1000000,900000,17100000,20,71.7789,253.116,84.8067,351.32,
1000000,950000,18050000,20,74.304,261.033,82.9842,356.604,
1000000,1000000,19000000,20,67.9601,258.741,77.7512,358.063,
1000000,1050000,19950000,20,71.6357,268.059,83.8399,366.428,
1000000,1100000,20900000,20,74.5451,259.089,81.9185,358.213,
1000000,1150000,21850000,20,76.3745,260.155,88.2202,358.407,
1000000,1200000,22800000,20,72.1136,264.288,81.8515,352.7,
1000000,1250000,23750000,20,73.5172,254.229,85.8988,355.011,
1000000,1300000,24700000,20,72.7028,247.879,79.6966,355.514,
1000000,1350000,25650000,20,72.6947,261.448,83.4544,359.726,
1000000,1400000,26600000,20,67.1013,248.932,85.3105,349.672,
1000000,1450000,27550000,20,65.4353,251.177,78.697,350.833,
1000000,1500000,28500000,20,71.3577,253.176,86.6323,351.69,
1000000,1550000,29450000,20,75.2884,250.357,81.6264,354.614,
1000000,1600000,30400000,20,72.9998,258.614,78.9764,351.206,
1000000,1650000,31350000,20,72.8167,259.346,86.0294,351.247,
1000000,1700000,32300000,20,69.2276,259.913,82.2763,355.402,
1000000,1750000,33250000,20,73.4965,249.959,87.8717,351.482,
1000000,1800000,34200000,20,70.9005,257.613,83.417,356.923,
1000000,1850000,35150000,20,72.4794,253.832,83.5608,359.974,
1000000,1900000,36100000,20,74.5559,240.226,80.5745,350.579,
1000000,1950000,37050000,20,67.9379,277.121,91.4307,361.107,
1000000,2000000,38000000,20,68.2973,272.749,84.9174,356.997,
1000000,2050000,38950000,20,73.4277,260.376,81.9498,364.37,
1000000,2100000,39900000,20,73.7992,260.096,86.2665,355.929,
1000000,2150000,40850000,20,71.7567,253.891,86.048,357.188,
1000000,2200000,41800000,20,71.8613,269.342,76.2868,362.551,
1000000,2250000,42750000,20,76.5658,257.545,76.5331,365.174,
