initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
1000000,900000,100000,20,81.9188,184.056,78.1944,222.825,
1000000,1800000,200000,20,71.6021,218.26,84.0571,262.644,
1000000,2700000,300000,20,72.4625,227.132,87.586,284.708,
1000000,3600000,400000,20,82.7971,232.852,81.2894,294.804,
1000000,4500000,500000,20,69.3616,236.874,87.9671,305.332,
1000000,5400000,600000,20,77.8206,236.925,85.0838,315.741,
1000000,6300000,700000,20,77.7243,238.085,77.8817,311.512,
1000000,7200000,800000,20,78.8348,239.881,84.0173,313.004,
1000000,8100000,900000,20,77.9566,238.328,83.9924,311.369,
1000000,9000000,1000000,20,69.7388,238.054,87.7375,333.536,
1000000,9900000,1100000,20,78.7068,238.043,87.0613,317.347,
1000000,10800000,1200000,20,71.9677,236.883,85.9661,323.252,
1000000,11700000,1300000,20,71.4674,236.173,81.6149,330.288,
1000000,12600000,1400000,20,75.4945,236.858,82.8041,322.162,
1000000,13500000,1500000,20,75.9058,235.999,87.5189,334.477,
1000000,14400000,1600000,20,70.6372,224.273,80.1578,327.643,
1000000,15300000,1700000,20,68.8045,235.97,80.7437,323.23,
1000000,16200000,1800000,20,79.7597,227.536,77.7475,323.696,
1000000,17100000,1900000,20,71.0302,225.284,82.6356,315.546,
1000000,18000000,2000000,20,72.7155,226.187,82.3277,336.239,
1000000,18900000,2100000,20,71.3914,223.449,81.3744,326.541,
1000000,19800000,2200000,20,68.5728,225.939,82.4806,317.965,
1000000,20700000,2300000,20,71.3475,226.337,91.017,323.15,
1000000,21600000,2400000,20,75.4513,226.288,79.8194,330.863,
1000000,22500000,2500000,20,75.3029,225.518,82.6902,316.569,
1000000,23400000,2600000,20,74.7267,224.932,85.1751,332.079,
1000000,24300000,2700000,20,74.1171,226.225,79.8152,334.637,
1000000,25200000,2800000,20,66.174,226.168,80.1427,320.234,
1000000,26100000,2900000,20,74.5379,228.956,87.1872,319.059,
1000000,27000000,3000000,20,75.2354,228.624,92.6394,327.33,
1000000,27900000,3100000,20,67.8164,227.119,87.2406,342.595,
1000000,28800000,3200000,20,72.9273,227.628,81.68,331.139,
1000000,29700000,3300000,20,71.4008,225.011,87.537,340.509,
1000000,30600000,3400000,20,68.1686,226.071,94.1229,334.022,
1000000,31500000,3500000,20,78.6979,226.855,90.8033,324.568,
1000000,32400000,3600000,20,73.7529,229.016,88.4099,344.221,
1000000,33300000,3700000,20,71.7987,226.185,80.077,325.491,
1000000,34200000,3800000,20,72.1656,226.613,85.5276,333.403,
1000000,35100000,3900000,20,74.6956,228.892,80.0723,311.522,
1000000,36000000,4000000,20,72.6693,225.989,84.7398,343.479,
1000000,36900000,4100000,20,74.5701,227.205,86.0828,335.631,
1000000,37800000,4200000,20,74.845,227.748,86.8859,360.785,
1000000,38700000,4300000,20,75.7598,227.65,79.7933,337.048,
1000000,39600000,4400000,20,70.4975,227.681,87.903,334.431,
1000000,40500000,4500000,20,77.6121,227.541,81.834,329.478,
