initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,50000,950000,20,263.096,193.968,344.362,236.178,
40000000,100000,1900000,20,325.915,219.085,360.734,282.032,
40000000,150000,2850000,20,328.862,225.188,359.344,298.237,
40000000,200000,3800000,20,328.8,242.431,361.319,314.897,
40000000,250000,4750000,20,330.801,242.817,312.181,308.783,
40000000,300000,5700000,20,327.911,249.307,360.885,319.044,
40000000,350000,6650000,20,328.444,245.395,360.113,325.329,
40000000,400000,7600000,20,329.089,251.525,255.01,331.085,
40000000,450000,8550000,20,331.102,255.56,360.402,328.834,
40000000,500000,9500000,20,329.052,251.067,359.612,337.45,
40000000,550000,10450000,20,322.099,246.727,357.358,333.092,
40000000,600000,11400000,20,331.994,258.538,363.001,337.011,
40000000,650000,12350000,20,331.917,256.936,362.762,338.571,
40000000,700000,13300000,20,323.343,254.06,215.793,329.859,
40000000,750000,14250000,20,326.352,248.647,360.329,332.116,
40000000,800000,15200000,20,330.533,256.575,358.434,334.078,
40000000,850000,16150000,20,319.359,252.317,357.531,330.148,
40000000,900000,17100000,20,231.423,247.509,351.154,323.948,
40000000,950000,18050000,20,322.639,259.625,351.927,328.255,
40000000,1000000,19000000,20,331.699,260.375,354.076,330.34,
40000000,1050000,19950000,20,327.751,258.35,358.094,338.862,
40000000,1100000,20900000,20,328.822,255.119,355.834,329.953,
40000000,1150000,21850000,20,324.872,257.089,355.092,331.239,
40000000,1200000,22800000,20,330.075,257.398,356.841,326.183,
40000000,1250000,23750000,20,323.391,251.84,356.844,339.099,
40000000,1300000,24700000,20,326.76,254.147,355.645,335.363,
40000000,1350000,25650000,20,325.142,253.057,357.902,332.094,
40000000,1400000,26600000,20,332.178,260.319,352.916,334.44,
40000000,1450000,27550000,20,332.293,255.299,361.379,341.553,
40000000,1500000,28500000,20,333.253,262.187,261.509,336.941,
40000000,1550000,29450000,20,326.738,259.441,357.494,338.953,
40000000,1600000,30400000,20,323.561,252.096,354.237,327.758,
40000000,1650000,31350000,20,331.002,262.658,357.247,340.205,
40000000,1700000,32300000,20,329.732,255.376,361.219,342.64,
40000000,1750000,33250000,20,324.43,262.509,355.421,335.905,
40000000,1800000,34200000,20,319.793,250.729,346.363,329.123,
40000000,1850000,35150000,20,330.722,258.721,356.523,338.333,
40000000,1900000,36100000,20,328.387,262.878,362.481,344.693,
40000000,1950000,37050000,20,329.534,262.64,348.972,325.823,
40000000,2000000,38000000,20,322.919,247.151,277.409,330.384,
40000000,2050000,38950000,20,333.211,257.396,352.64,336.456,
40000000,2100000,39900000,20,326.094,251.551,358.699,336.044,
40000000,2150000,40850000,20,329.933,263.132,207.208,332.364,
40000000,2200000,41800000,20,328.342,256.905,358.046,338.865,
40000000,2250000,42750000,20,326.901,251.451,357.916,337.626,
