initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,500000,500000,20,328.268,171.322,354.508,216.576,
40000000,1000000,1000000,20,323.511,198.963,353.364,267.518,
40000000,1500000,1500000,20,241.197,210.184,355.41,299.253,
40000000,2000000,2000000,20,325.95,215.328,319.353,295.349,
40000000,2500000,2500000,20,319.347,223.892,352.497,307.286,
40000000,3000000,3000000,20,326.86,223.96,347.675,298.529,
40000000,3500000,3500000,20,328.637,226.3,354.845,316.499,
40000000,4000000,4000000,20,310.149,229.634,359.747,315.799,
40000000,4500000,4500000,20,325.411,228.815,359.44,319.205,
40000000,5000000,5000000,20,330.186,230.961,357.65,329.681,
40000000,5500000,5500000,20,326.624,226.514,356.144,310.022,
40000000,6000000,6000000,20,323.012,227.627,359.844,344.629,
40000000,6500000,6500000,20,328.674,232.764,357.386,323.357,
40000000,7000000,7000000,20,329.482,233.925,357.39,325.541,
40000000,7500000,7500000,20,332.149,233.864,356.988,325.422,
40000000,8000000,8000000,20,328.672,233.995,358.574,347.824,
40000000,8500000,8500000,20,323.662,232.649,348.784,299.435,
40000000,9000000,9000000,20,325.664,234.645,293.611,310.926,
40000000,9500000,9500000,20,330.112,234.309,360.729,341.373,
40000000,10000000,10000000,20,328.521,231.319,353.842,330.384,
40000000,10500000,10500000,20,331.481,234.913,336.298,333.125,
40000000,11000000,11000000,20,332.799,235.532,358.354,338.994,
40000000,11500000,11500000,20,325.347,234.745,232.668,330.796,
40000000,12000000,12000000,20,321.269,235.616,358.881,329.307,
40000000,12500000,12500000,20,326.497,236.297,355.053,315.653,
40000000,13000000,13000000,20,326.887,234.576,350.239,302.209,
40000000,13500000,13500000,20,332.029,236.422,346.211,299.886,
40000000,14000000,14000000,20,298.043,235.295,359.973,346.899,
40000000,14500000,14500000,20,326.936,233.562,352.737,309.952,
40000000,15000000,15000000,20,323.996,235.878,330.859,327.015,
40000000,15500000,15500000,20,325.418,234.141,355.037,303.972,
40000000,16000000,16000000,20,321.721,236.052,353.244,317.258,
40000000,16500000,16500000,20,280.444,236.88,361.259,354.13,
40000000,17000000,17000000,20,325.562,236.569,356.494,333.786,
40000000,17500000,17500000,20,312.544,233.674,352.755,310.632,
40000000,18000000,18000000,20,255.177,235.511,356.108,306.956,
40000000,18500000,18500000,20,329.277,236.07,357.11,360.361,
40000000,19000000,19000000,20,322.865,235.414,349.847,304.212,
40000000,19500000,19500000,20,320.895,237.49,263.688,305.035,
40000000,20000000,20000000,20,327.795,236.346,356.269,327.407,
40000000,20500000,20500000,20,334.622,237.619,361.128,360.186,
40000000,21000000,21000000,20,327.547,238.607,351.432,308.399,
40000000,21500000,21500000,20,324.32,238.835,361.031,333.914,
40000000,22000000,22000000,20,323.569,237.422,351.859,327.772,
40000000,22500000,22500000,20,313.085,238.572,345.039,316.76,
