initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
1000000,500000,500000,20,77.9492,192.377,85.1406,228.009,
1000000,1000000,1000000,20,81.2282,227.022,82.4991,276.902,
1000000,1500000,1500000,20,74.8981,236.315,83.3724,300.171,
1000000,2000000,2000000,20,79.3205,242.087,92.2892,306.997,
1000000,2500000,2500000,20,84.6487,246.449,90.1441,314.562,
1000000,3000000,3000000,20,76.0305,244.338,79.056,310.075,
1000000,3500000,3500000,20,77.3873,253.215,86.2063,316.907,
1000000,4000000,4000000,20,70.1959,255.034,87.717,310.88,
1000000,4500000,4500000,20,77.3056,253.179,84.3712,319.499,
1000000,5000000,5000000,20,74.9772,256.386,84.1715,330.83,
1000000,5500000,5500000,20,72.744,252.573,82.1269,329.619,
1000000,6000000,6000000,20,78.3768,256.477,86.1109,331.826,
1000000,6500000,6500000,20,78.7503,253.392,86.8542,331.661,
1000000,7000000,7000000,20,74.0695,254.827,85.4008,339.515,
1000000,7500000,7500000,20,78.602,258.727,84.6355,322.075,
1000000,8000000,8000000,20,77.947,254.322,88.9766,335.038,
1000000,8500000,8500000,20,82.2503,257.151,88.9892,334.72,
1000000,9000000,9000000,20,78.9164,254.865,83.1439,326.502,
1000000,9500000,9500000,20,77.2478,244.139,77.8528,337.078,
1000000,10000000,10000000,20,72.1341,242.408,85.3057,339.899,
1000000,10500000,10500000,20,74.3351,242.392,79.396,337.56,
1000000,11000000,11000000,20,74.6439,243.794,81.0032,338.63,
1000000,11500000,11500000,20,67.5452,243.815,82.2968,335.79,
1000000,12000000,12000000,20,72.5211,245.41,83.4601,335.907,
1000000,12500000,12500000,20,76.7822,245.184,75.5018,338.874,
1000000,13000000,13000000,20,76.2085,244.274,81.7005,337.152,
1000000,13500000,13500000,20,69.1428,244.514,90.4312,337.716,
1000000,14000000,14000000,20,60.9327,244.765,87.7864,338.254,
1000000,14500000,14500000,20,68.3315,238.06,62.8872,340.515,
1000000,15000000,15000000,20,73.1305,243.039,89.8211,337.447,
1000000,15500000,15500000,20,62.1444,240.767,84.7876,333.457,
1000000,16000000,16000000,20,74.3043,239.12,85.7936,339.848,
1000000,16500000,16500000,20,72.9995,243.603,90.8236,332.464,
1000000,17000000,17000000,20,74.4065,242.214,82.1953,336.394,
1000000,17500000,17500000,20,71.857,244.263,80.1039,332.94,
1000000,18000000,18000000,20,70.7231,244.778,77.9249,334.815,
1000000,18500000,18500000,20,70.4436,242.54,85.5396,331.583,
1000000,19000000,19000000,20,70.0557,242.716,82.4911,334.905,
1000000,19500000,19500000,20,73.0607,244.438,87.2499,332.476,
1000000,20000000,20000000,20,74.3209,245.787,84.9185,329.586,
1000000,20500000,20500000,20,69.2004,244.535,82.3624,330.786,
1000000,21000000,21000000,20,63.2053,246.301,87.8421,335.148,
1000000,21500000,21500000,20,73.6559,246.498,81.2438,333.129,
1000000,22000000,22000000,20,79.5055,239.723,83.458,335.134,
1000000,22500000,22500000,20,70.0163,244.052,82.3016,331.523,
