initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,50000,950000,20,322.008,185.897,347.193,219.331,
40000000,100000,1900000,20,323.246,207.935,262.95,277.318,
40000000,150000,2850000,20,326.613,225.149,353.177,297.483,
40000000,200000,3800000,20,327.803,224.447,357.846,296.27,
40000000,250000,4750000,20,326.811,235.066,360.696,346.006,
40000000,300000,5700000,20,328.776,234.738,361.264,369.643,
40000000,350000,6650000,20,324.467,231.848,358.223,323.171,
40000000,400000,7600000,20,324.758,242.427,356.608,329.052,
40000000,450000,8550000,20,327.027,236.711,360.289,332.697,
40000000,500000,9500000,20,325.788,238.348,357.369,353.481,
40000000,550000,10450000,20,333.831,241.29,359.558,364.17,
40000000,600000,11400000,20,320.376,243.981,347.32,317.641,
40000000,650000,12350000,20,325.002,242.304,355.796,337.521,
40000000,700000,13300000,20,325.735,244.634,232.955,300.46,
40000000,750000,14250000,20,328.627,241.436,351.988,301.547,
40000000,800000,15200000,20,331.436,246.386,261.331,352.96,
40000000,850000,16150000,20,330.558,246.911,288.049,372.106,
40000000,900000,17100000,20,328.978,246.647,357.686,345.981,
40000000,950000,18050000,20,323.27,246.214,354.942,351.988,
40000000,1000000,19000000,20,327.208,246.958,355.879,338.524,
40000000,1050000,19950000,20,328.198,247.848,359.51,360.005,
40000000,1100000,20900000,20,330.824,246.995,353.413,307.217,
40000000,1150000,21850000,20,332.164,248.237,354.521,349.902,
40000000,1200000,22800000,20,327.89,247.229,351.236,308.028,
40000000,1250000,23750000,20,329.196,245.09,359.284,389.404,
40000000,1300000,24700000,20,332.889,245.461,359.671,379.784,
40000000,1350000,25650000,20,327.916,248.044,359.873,393.106,
40000000,1400000,26600000,20,330.453,245.616,355.396,343.262,
40000000,1450000,27550000,20,326.763,242.191,326.016,331.496,
40000000,1500000,28500000,20,332.739,247.158,353.242,329.981,
40000000,1550000,29450000,20,205.069,248.62,349.532,336.315,
40000000,1600000,30400000,20,330.79,246.484,249.99,349.548,
40000000,1650000,31350000,20,331.722,246.242,358.257,386.694,
40000000,1700000,32300000,20,327.304,245.78,352.025,303.814,
40000000,1750000,33250000,20,330.409,246.972,265.803,353.707,
40000000,1800000,34200000,20,331.535,247.849,291.385,304.839,
40000000,1850000,35150000,20,321.468,249.153,347.849,309.091,
40000000,1900000,36100000,20,328.416,247.594,352.686,350.457,
40000000,1950000,37050000,20,331.167,250.291,348.201,307.021,
40000000,2000000,38000000,20,326.389,249.996,354.116,337.857,
40000000,2050000,38950000,20,329.163,248.342,355.666,339.121,
40000000,2100000,39900000,20,322.448,247.776,354.062,343.799,
40000000,2150000,40850000,20,334.567,248.306,357.993,336.521,
40000000,2200000,41800000,20,329.011,250.196,359.518,337.468,
40000000,2250000,42750000,20,327.701,248.673,354.098,311.339,
