initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,500000,500000,20,281.64,88.3092,315.254,223.219,
40000000,1000000,1000000,20,288.973,109.944,320.249,197.192,
40000000,1500000,1500000,20,285.819,132.512,318.954,224.742,
40000000,2000000,2000000,20,282.229,128.74,320.938,217.598,
40000000,2500000,2500000,20,287.228,133.683,315.955,248.334,
40000000,3000000,3000000,20,283.429,137.264,321.147,253.245,
40000000,3500000,3500000,20,287.716,133.285,319.916,239.578,
40000000,4000000,4000000,20,286.132,139.712,320.393,241.44,
40000000,4500000,4500000,20,283.025,140.417,322.031,242.164,
40000000,5000000,5000000,20,287.183,139.504,320.997,252.211,
40000000,5500000,5500000,20,282.514,140.151,323.12,254.218,
40000000,6000000,6000000,20,289.135,140.022,317.919,242.616,
40000000,6500000,6500000,20,284.128,141.492,321.827,243.88,
40000000,7000000,7000000,20,287.476,143.483,320.243,248.934,
40000000,7500000,7500000,20,287.555,141.116,321.283,240.754,
40000000,8000000,8000000,20,281.091,139.196,318.683,230.692,
40000000,8500000,8500000,20,288.681,141.823,313.731,233.652,
40000000,9000000,9000000,20,282.11,139.853,318.271,235.6,
40000000,9500000,9500000,20,287.889,138.029,320.064,247.992,
40000000,10000000,10000000,20,283.532,141.575,314.472,241.796,
40000000,10500000,10500000,20,286.788,142.736,318.811,236.254,
40000000,11000000,11000000,20,281.771,140.506,319.042,247.791,
40000000,11500000,11500000,20,288.079,139.097,321.163,244.023,
40000000,12000000,12000000,20,283.852,143.548,319.524,249.296,
40000000,12500000,12500000,20,285.206,141.394,319.204,242.436,
40000000,13000000,13000000,20,284.613,142.162,320.662,247.404,
40000000,13500000,13500000,20,285.841,144.077,319.262,247.356,
40000000,14000000,14000000,20,283.166,143.721,322.527,243.864,
40000000,14500000,14500000,20,287.53,143.917,321.012,245.865,
40000000,15000000,15000000,20,282.42,143.92,319.493,249.37,
40000000,15500000,15500000,20,288.027,142.29,322.127,241.501,
40000000,16000000,16000000,20,283.473,142.994,318.541,242.85,
40000000,16500000,16500000,20,286.216,143.558,318.657,245.359,
40000000,17000000,17000000,20,281.913,142.226,319.814,245.717,
40000000,17500000,17500000,20,284.849,143.574,319.424,239.787,
40000000,18000000,18000000,20,283.009,143.178,319.897,243.913,
40000000,18500000,18500000,20,287.545,143.114,318.039,243.119,
40000000,19000000,19000000,20,284.575,143.896,317.437,235.21,
40000000,19500000,19500000,20,287.889,144.61,321.013,247.46,
40000000,20000000,20000000,20,279.972,143.103,319.155,245.373,
40000000,20500000,20500000,20,286.819,144.585,318.027,244.987,
40000000,21000000,21000000,20,283.144,142.704,319.268,244.707,
40000000,21500000,21500000,20,287.047,143.372,319.596,242.5,
40000000,22000000,22000000,20,284.892,143.311,321.739,247.809,
40000000,22500000,22500000,20,284.757,141.48,318.69,248.297,
