initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,50000,950000,20,278.135,147.668,320.971,146.306,
40000000,100000,1900000,20,285.637,145.447,316.999,177.922,
40000000,150000,2850000,20,287.6,205.695,320.592,297.056,
40000000,200000,3800000,20,283.651,212.331,319.96,267.306,
40000000,250000,4750000,20,285.661,221.516,318.878,261.161,
40000000,300000,5700000,20,282.661,215.63,321.22,271.26,
40000000,350000,6650000,20,287.318,222.467,319.515,287.546,
40000000,400000,7600000,20,286.282,218.938,318.551,282.755,
40000000,450000,8550000,20,284.611,208.246,320.895,288.227,
40000000,500000,9500000,20,287.662,228.692,322.212,292.582,
40000000,550000,10450000,20,285.122,227.971,322.102,282.332,
40000000,600000,11400000,20,285.819,228.607,316.478,269.888,
40000000,650000,12350000,20,286.957,226.719,320.317,264.433,
40000000,700000,13300000,20,284.378,230.026,321.293,277.621,
40000000,750000,14250000,20,288.162,222.835,319.743,266.792,
40000000,800000,15200000,20,282.639,229.892,319.199,285.051,
40000000,850000,16150000,20,288.639,227.455,321.774,281.864,
40000000,900000,17100000,20,287.295,226.082,323.317,276.726,
40000000,950000,18050000,20,285.267,232.553,318.645,266.531,
40000000,1000000,19000000,20,286.937,230.663,322.247,273.325,
40000000,1050000,19950000,20,283.36,230.262,319.031,280.984,
40000000,1100000,20900000,20,287.161,235.856,319.082,278.917,
40000000,1150000,21850000,20,283.534,232.772,316.757,276.469,
40000000,1200000,22800000,20,286.982,230.779,317.952,278.942,
40000000,1250000,23750000,20,284.57,232.538,320.928,278.416,
40000000,1300000,24700000,20,286.728,234.679,319.52,271.082,
40000000,1350000,25650000,20,286.525,231.999,319.801,276.51,
40000000,1400000,26600000,20,285.205,232.182,320.665,270.007,
40000000,1450000,27550000,20,284.895,236.125,318.357,264.844,
40000000,1500000,28500000,20,282.889,234.003,321.99,269.046,
40000000,1550000,29450000,20,287.211,232.231,321.053,272.088,
40000000,1600000,30400000,20,284.982,232.659,321.922,272.612,
40000000,1650000,31350000,20,287.934,235.613,322.089,271.16,
40000000,1700000,32300000,20,282.374,231.896,319.7,267.946,
40000000,1750000,33250000,20,287.81,231.807,320.162,272.505,
40000000,1800000,34200000,20,281.847,234.244,320.658,275.036,
40000000,1850000,35150000,20,289.694,234.737,317.454,269.548,
40000000,1900000,36100000,20,285.52,231.31,318.69,264.818,
40000000,1950000,37050000,20,287.046,233.958,321.132,268.082,
40000000,2000000,38000000,20,284.807,233.632,319.746,271.835,
40000000,2050000,38950000,20,286.304,233.59,318.264,273.426,
40000000,2100000,39900000,20,281.174,235.29,319.061,272.053,
40000000,2150000,40850000,20,288.348,232.381,320.419,272.748,
40000000,2200000,41800000,20,282.888,230.081,320.371,277.981,
40000000,2250000,42750000,20,286.877,234.55,320.072,270.82,
