initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
1000000,900000,100000,20,92.9449,83.7568,99.9874,174.113,
1000000,1800000,200000,20,88.6845,96.4275,98.6003,162.341,
1000000,2700000,300000,20,86.7905,97.228,100.466,225.736,
1000000,3600000,400000,20,86.3214,104.301,96.4068,192.034,
1000000,4500000,500000,20,88.9478,102.659,99.9977,205.848,
1000000,5400000,600000,20,90.3518,100.283,102.661,226.878,
1000000,6300000,700000,20,84.9513,106.291,99.6609,232.444,
1000000,7200000,800000,20,87.4351,102.743,94.4287,242.47,
1000000,8100000,900000,20,91.3546,106.547,100.953,248.274,
1000000,9000000,1000000,20,95.8481,106.586,100.522,250.816,
1000000,9900000,1100000,20,87.1106,107.771,98.5108,238.488,
1000000,10800000,1200000,20,87.3112,107,100.51,243.588,
1000000,11700000,1300000,20,93.1008,106.527,99.9097,251.161,
1000000,12600000,1400000,20,90.1283,107.234,99.4316,255.089,
1000000,13500000,1500000,20,90.458,106.106,96.8629,253.915,
1000000,14400000,1600000,20,85.461,105.487,97.9246,251.483,
1000000,15300000,1700000,20,82.0541,107.938,96.7511,248.369,
1000000,16200000,1800000,20,92.1185,107.152,100.38,256.956,
1000000,17100000,1900000,20,92.2264,108.021,96.8615,252.29,
1000000,18000000,2000000,20,92.1903,108.333,96.0645,251.704,
1000000,18900000,2100000,20,89.1471,105.982,97.5753,253.212,
1000000,19800000,2200000,20,92.4937,107.428,98.5357,255.774,
1000000,20700000,2300000,20,87.8745,107.156,93.4921,250.866,
1000000,21600000,2400000,20,93.7699,108.464,105.054,251.695,
1000000,22500000,2500000,20,91.0896,108.162,97.9526,258.82,
1000000,23400000,2600000,20,89.7427,108.926,96.9033,260.694,
1000000,24300000,2700000,20,89.4292,107.308,96.5488,260.755,
1000000,25200000,2800000,20,90.3141,108.554,96.3312,251.913,
1000000,26100000,2900000,20,87.1281,108.179,98.9475,255.478,
1000000,27000000,3000000,20,88.8196,108.364,97.9697,260.519,
1000000,27900000,3100000,20,85.2569,108.293,101.502,259.157,
1000000,28800000,3200000,20,84.2863,108.889,103.169,260.93,
1000000,29700000,3300000,20,84.9998,108.597,100.491,260.783,
1000000,30600000,3400000,20,93.1377,108.887,98.4959,255.68,
1000000,31500000,3500000,20,95.7696,107.949,94.3917,258.593,
1000000,32400000,3600000,20,84.7641,108.911,100.185,260.198,
1000000,33300000,3700000,20,96.0328,108.699,102.345,261.078,
1000000,34200000,3800000,20,93.1559,107.505,93.5821,258.88,
1000000,35100000,3900000,20,90.2591,109.203,98.1771,259.31,
1000000,36000000,4000000,20,87.4433,108.912,98.2457,263.342,
1000000,36900000,4100000,20,93.0476,108.362,95.8975,260.246,
1000000,37800000,4200000,20,87.8354,108.779,96.2268,260.332,
1000000,38700000,4300000,20,86.4517,109.199,100.173,258.294,
1000000,39600000,4400000,20,94.6405,107.699,102.091,261.605,
1000000,40500000,4500000,20,90.3417,108.945,95.5064,264.897,
