initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
1000000,50000,950000,20,92.9016,168.991,96.4859,94.4967,
1000000,100000,1900000,20,84.9802,223.023,98.7369,225.933,
1000000,150000,2850000,20,85.4715,189.917,95.3451,215.123,
1000000,200000,3800000,20,88.8741,225.625,100.65,247.778,
1000000,250000,4750000,20,91.1657,262.589,101.262,206.774,
1000000,300000,5700000,20,90.8337,248.854,93.0188,221.227,
1000000,350000,6650000,20,87.5876,262.335,98.9455,247.321,
1000000,400000,7600000,20,91.8543,249.272,97.8113,235.324,
1000000,450000,8550000,20,83.047,265.95,91.8724,239.719,
1000000,500000,9500000,20,92.2007,259.05,97.902,247.88,
1000000,550000,10450000,20,88.7586,265.708,103.661,241.363,
1000000,600000,11400000,20,88.1724,243.208,98.691,236.77,
1000000,650000,12350000,20,87.4441,267.854,97.7295,245.281,
1000000,700000,13300000,20,92.0513,250.545,97.4506,241.333,
1000000,750000,14250000,20,86.0821,256.383,94.7567,238.617,
1000000,800000,15200000,20,85.089,264.025,105.388,244.461,
1000000,850000,16150000,20,91.4907,279.008,100.374,236.957,
1000000,900000,17100000,20,89.7543,255.523,101.259,232.548,
1000000,950000,18050000,20,85.0935,263.279,97.3928,242.826,
1000000,1000000,19000000,20,86.6646,274.274,99.8704,249.117,
1000000,1050000,19950000,20,85.4539,273.245,96.0578,243.498,
1000000,1100000,20900000,20,87.5487,258.814,98.1884,249.529,
1000000,1150000,21850000,20,92.932,275.483,95.4919,247.264,
1000000,1200000,22800000,20,86.6488,272.176,94.6726,246.121,
1000000,1250000,23750000,20,83.2328,256.663,95.2628,247.375,
1000000,1300000,24700000,20,90.1441,270.901,97.1187,248.296,
1000000,1350000,25650000,20,93.9097,281.649,97.404,249.173,
1000000,1400000,26600000,20,88.837,276.741,99.6477,250.418,
1000000,1450000,27550000,20,90.9547,277.97,96.9235,246.466,
1000000,1500000,28500000,20,89.507,260.118,104.231,251.737,
1000000,1550000,29450000,20,93.9888,271.92,93.9183,251.346,
1000000,1600000,30400000,20,90.895,276.427,99.8046,248.965,
1000000,1650000,31350000,20,82.9166,276.554,103.605,248.616,
1000000,1700000,32300000,20,86.201,274.322,99.1605,248.018,
1000000,1750000,33250000,20,88.1625,274.506,98.8208,253.718,
1000000,1800000,34200000,20,94.2542,276.117,93.2649,244.603,
1000000,1850000,35150000,20,89.3846,273.063,99.081,244.629,
1000000,1900000,36100000,20,85.1644,273.06,101.669,250.081,
1000000,1950000,37050000,20,91.0085,274.899,101.397,251.58,
1000000,2000000,38000000,20,85.7849,282.869,87.7537,253.817,
1000000,2050000,38950000,20,90.5478,277.7,101.289,249.054,
1000000,2100000,39900000,20,87.2238,284.429,100.108,251.477,
1000000,2150000,40850000,20,89.8712,270.871,94.3078,246.939,
1000000,2200000,41800000,20,84.3133,287.621,94.7167,252.281,
1000000,2250000,42750000,20,90.9331,282.441,98.1031,254.221,
