initial_tree_size,num_insertions,num_range_query,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,50000,950000,20,286.945,173.412,317.826,185.63,
40000000,100000,1900000,20,281.179,186.277,321.207,184.421,
40000000,150000,2850000,20,288.716,205.438,320.477,216.566,
40000000,200000,3800000,20,286.37,215.604,320.258,225.542,
40000000,250000,4750000,20,279.888,272.181,319.464,234.108,
40000000,300000,5700000,20,287.456,248.47,322.263,250.891,
40000000,350000,6650000,20,286.331,270.49,318.823,254.215,
40000000,400000,7600000,20,281.482,263.769,319.988,259.05,
40000000,450000,8550000,20,286.734,267.826,320.477,253.372,
40000000,500000,9500000,20,284.579,256.371,320.475,262.746,
40000000,550000,10450000,20,280.922,266.757,318.859,250.185,
40000000,600000,11400000,20,288.293,270.536,321.41,243.17,
40000000,650000,12350000,20,286.992,276.558,320.923,241.746,
40000000,700000,13300000,20,282.418,274.404,319.48,247.779,
40000000,750000,14250000,20,287.252,284.258,320.211,251.074,
40000000,800000,15200000,20,286.973,282.568,320.251,251.183,
40000000,850000,16150000,20,283.875,274.949,322.321,250.059,
40000000,900000,17100000,20,288.17,282.671,321.295,253.823,
40000000,950000,18050000,20,283.769,274.361,321.485,247.378,
40000000,1000000,19000000,20,287.49,287.92,317.856,246.612,
40000000,1050000,19950000,20,282.876,279.708,319.45,250.81,
40000000,1100000,20900000,20,283.449,283.073,320.473,253.523,
40000000,1150000,21850000,20,286.388,282.005,320.82,255.05,
40000000,1200000,22800000,20,284.97,267.628,320.882,244.187,
40000000,1250000,23750000,20,289.179,285.779,321.28,252.145,
40000000,1300000,24700000,20,286.207,280.845,318.311,250.422,
40000000,1350000,25650000,20,283.783,275.193,320.509,246.952,
40000000,1400000,26600000,20,286.372,279.078,320.82,251.412,
40000000,1450000,27550000,20,282.705,281.642,320.266,253.18,
40000000,1500000,28500000,20,285.439,283.676,321.52,253.799,
40000000,1550000,29450000,20,283.532,280.26,318.071,246.298,
40000000,1600000,30400000,20,288.284,282.487,319.163,257.112,
40000000,1650000,31350000,20,281.822,281.218,320.307,251.865,
40000000,1700000,32300000,20,286.514,286.419,320.727,253.687,
40000000,1750000,33250000,20,286.536,275.364,318.878,246.321,
40000000,1800000,34200000,20,283.199,283.997,320.397,247.893,
40000000,1850000,35150000,20,289.139,283.928,320.398,244.884,
40000000,1900000,36100000,20,283.955,278.412,320.689,251.397,
40000000,1950000,37050000,20,286.772,278.66,319.286,249.268,
40000000,2000000,38000000,20,283.567,286.066,319.263,253.327,
40000000,2050000,38950000,20,284.116,284.868,316.816,253.68,
40000000,2100000,39900000,20,284.685,287.258,322.053,251.605,
40000000,2150000,40850000,20,288.589,285.591,322.009,254.672,
40000000,2200000,41800000,20,282.46,283.793,320.178,251.958,
40000000,2250000,42750000,20,284.455,285.022,316.968,249.909,
